com.samsung.shealth.social.service_status,6156001,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
0,2020-04-15 10:46:51.794,2020-04-15 10:46:51.794,2,F5JW66Upzd,com.sec.android.app.shealth,26f9eb6b-36a0-40eb-9891-3c0a652ab0a0,
0,2020-04-15 10:46:51.794,2020-04-15 10:46:51.794,1,F5JW66Upzd,com.sec.android.app.shealth,1a6d8618-d66f-4a3e-8946-0c3328de9239,
