com.samsung.shealth.activity_level,6156001,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180003,2021-03-17 20:15:00.074,2021-03-17 20:15:00.074,2021-03-17 20:15:01.095,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,ad0302f2-c51c-4434-87f7-2ea6625fe1ae,
