com.samsung.shealth.calories_burned.details,6156001,1
version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,54b9780a-c9ee-4bda-85cd-e9f39740dc2e.extra_data.json,0.0,0,1604.687,2020-04-15 10:46:53.224,2020-04-15 10:46:53.224,0.0,F5JW66Upzd,com.sec.android.app.shealth,54b9780a-c9ee-4bda-85cd-e9f39740dc2e,1584748800000,
,17129e43-2bdf-4b85-b5fa-2d58be85c08d.extra_data.json,0.0,6252532,1488.5602,2020-04-15 22:00:00.547,2020-04-15 10:46:51.985,779.00287,F5JW66Upzd,com.sec.android.app.shealth,17129e43-2bdf-4b85-b5fa-2d58be85c08d,1586908800000,
,1a13e9d3-eaca-4887-a791-0bfd9313e3f5.extra_data.json,0.0,3753714,1534.9702,2020-04-15 10:47:25.736,2020-04-15 10:46:53.317,303.22995,F5JW66Upzd,com.sec.android.app.shealth,1a13e9d3-eaca-4887-a791-0bfd9313e3f5,1585267200000,
,7f1944a8-60ea-47e0-a625-c877e756b5bd.extra_data.json,0.0,0,1604.687,2020-04-15 10:46:53.210,2020-04-15 10:46:53.210,0.0,F5JW66Upzd,com.sec.android.app.shealth,7f1944a8-60ea-47e0-a625-c877e756b5bd,1584662400000,
,0c704d9e-5f72-4321-bf2e-36c56aaf6760.extra_data.json,0.0,0,1604.687,2020-04-15 10:46:53.239,2020-04-15 10:46:53.239,0.0,F5JW66Upzd,com.sec.android.app.shealth,0c704d9e-5f72-4321-bf2e-36c56aaf6760,1584835200000,
,bde76d20-23b9-442c-8a7e-59e55341bcec.extra_data.json,0.0,0,1604.687,2020-04-15 10:46:53.179,2020-04-15 10:46:53.179,0.0,F5JW66Upzd,com.sec.android.app.shealth,bde76d20-23b9-442c-8a7e-59e55341bcec,1584576000000,
,28f1ad7c-1926-4016-9430-2d5eb7252c52.extra_data.json,0.0,0,1604.687,2020-04-15 10:46:53.256,2020-04-15 10:46:53.256,0.0,F5JW66Upzd,com.sec.android.app.shealth,28f1ad7c-1926-4016-9430-2d5eb7252c52,1584921600000,
,9a709f63-5b36-4e90-961c-077dc3f7e585.extra_data.json,0.0,651257,1592.5913,2020-04-15 10:47:25.680,2020-04-15 10:46:53.269,35.630005,F5JW66Upzd,com.sec.android.app.shealth,9a709f63-5b36-4e90-961c-077dc3f7e585,1585008000000,
,33bb3542-730e-4c70-a07c-b283ea6d483d.extra_data.json,0.0,7723127,1461.2471,2020-04-15 10:47:25.872,2020-04-15 10:46:53.423,730.3978,F5JW66Upzd,com.sec.android.app.shealth,33bb3542-730e-4c70-a07c-b283ea6d483d,1585785600000,
,04505dc9-88e9-4ae1-b305-65aa2f8db362.extra_data.json,0.0,1533297,1576.2095,2020-04-15 10:47:25.721,2020-04-15 10:46:53.306,85.760025,F5JW66Upzd,com.sec.android.app.shealth,04505dc9-88e9-4ae1-b305-65aa2f8db362,1585180800000,
,6dd38681-4b79-4b75-9ce8-ac459346d712.extra_data.json,0.0,4374912,1523.4327,2020-04-15 10:47:25.757,2020-04-15 10:46:53.331,239.91167,F5JW66Upzd,com.sec.android.app.shealth,6dd38681-4b79-4b75-9ce8-ac459346d712,1585353600000,
,9e955976-a37d-45d4-88b4-e016d5a3d085.extra_data.json,0.0,4212441,1526.4503,2020-04-15 10:47:25.771,2020-04-15 10:46:53.345,336.22137,F5JW66Upzd,com.sec.android.app.shealth,9e955976-a37d-45d4-88b4-e016d5a3d085,1585440000000,
,9d8270c6-3fb1-4ee4-9c94-ff24662e1780.extra_data.json,0.0,2095090,1565.7754,2020-04-15 10:47:25.972,2020-04-15 10:46:53.523,123.23001,F5JW66Upzd,com.sec.android.app.shealth,9d8270c6-3fb1-4ee4-9c94-ff24662e1780,1586304000000,
,6b504a0b-9b59-46b3-9407-4175974dc54e.extra_data.json,0.0,988350,1586.3306,2020-04-15 10:47:25.700,2020-04-15 10:46:53.286,57.550003,F5JW66Upzd,com.sec.android.app.shealth,6b504a0b-9b59-46b3-9407-4175974dc54e,1585094400000,
,ad412ac7-54b2-4090-9801-7815d58b90d2.extra_data.json,0.0,3925845,1531.7731,2020-04-15 10:47:25.839,2020-04-15 10:46:53.405,360.62668,F5JW66Upzd,com.sec.android.app.shealth,ad412ac7-54b2-4090-9801-7815d58b90d2,1585699200000,
,0d4ea558-eebc-4950-a72e-d89b19b54668.extra_data.json,0.0,5595516,1500.7627,2020-04-15 10:47:25.894,2020-04-15 10:46:53.437,489.77734,F5JW66Upzd,com.sec.android.app.shealth,0d4ea558-eebc-4950-a72e-d89b19b54668,1585872000000,
,75f67d6e-0f2b-4e69-957c-a9a5b62e319a.extra_data.json,0.0,2627423,1555.8884,2020-04-15 10:47:25.818,2020-04-15 10:46:53.387,229.65176,F5JW66Upzd,com.sec.android.app.shealth,75f67d6e-0f2b-4e69-957c-a9a5b62e319a,1585612800000,
,606d279c-c3d6-48c4-b8a2-475c88ab4f98.extra_data.json,0.0,1854469,1570.2443,2020-04-15 10:47:25.799,2020-04-15 10:46:53.370,146.08792,F5JW66Upzd,com.sec.android.app.shealth,606d279c-c3d6-48c4-b8a2-475c88ab4f98,1585526400000,
,326f9294-6e1d-448f-b23e-0de811f344d0.extra_data.json,0.0,2542830,1557.4596,2020-04-15 10:47:01.869,2020-04-15 10:46:53.611,142.23999,F5JW66Upzd,com.sec.android.app.shealth,326f9294-6e1d-448f-b23e-0de811f344d0,1586822400000,
,ad472b56-bd21-4f5b-b577-e033b7b0c452.extra_data.json,0.0,4655792,1518.2161,2020-04-15 10:47:25.910,2020-04-15 10:46:53.456,290.31345,F5JW66Upzd,com.sec.android.app.shealth,ad472b56-bd21-4f5b-b577-e033b7b0c452,1585958400000,
,fa78e719-4524-4b85-af8e-90e6884ad570.extra_data.json,0.0,3922404,1531.8372,2020-04-15 10:47:25.963,2020-04-15 10:46:53.506,231.14635,F5JW66Upzd,com.sec.android.app.shealth,fa78e719-4524-4b85-af8e-90e6884ad570,1586217600000,
,4e17d321-5e80-499b-890c-55b6bfa8b04b.extra_data.json,0.0,2895717,1550.9054,2020-04-15 10:47:25.983,2020-04-15 10:46:53.536,167.1738,F5JW66Upzd,com.sec.android.app.shealth,4e17d321-5e80-499b-890c-55b6bfa8b04b,1586390400000,
,9b7ee50b-e4d9-4809-ba86-26558fd879f5.extra_data.json,0.0,41620,1603.9141,2020-04-15 10:47:25.946,2020-04-15 10:46:53.497,2.24,F5JW66Upzd,com.sec.android.app.shealth,9b7ee50b-e4d9-4809-ba86-26558fd879f5,1586131200000,
,2c195baa-a903-4bd7-97e8-fc6b9c00bc46.extra_data.json,0.0,6043250,1492.4471,2020-04-15 10:47:25.999,2020-04-15 10:46:53.557,513.3087,F5JW66Upzd,com.sec.android.app.shealth,2c195baa-a903-4bd7-97e8-fc6b9c00bc46,1586476800000,
,e8c5a6f4-2b9b-4a72-bd20-501028e254a0.extra_data.json,0.0,7701716,1461.6449,2020-04-21 22:15:06.785,2020-04-20 22:00:00.315,657.4845,F5JW66Upzd,com.sec.android.app.shealth,e8c5a6f4-2b9b-4a72-bd20-501028e254a0,1587427200000,
,bd2fa5d0-5beb-4590-ae54-8cbad0b58759.extra_data.json,0.0,5169987,1508.666,2020-04-15 10:47:26.036,2020-04-15 10:46:53.595,415.27795,F5JW66Upzd,com.sec.android.app.shealth,bd2fa5d0-5beb-4590-ae54-8cbad0b58759,1586736000000,
,9a5c541d-96d2-46c2-803b-e23bcb77a2cc.extra_data.json,0.0,4546902,1520.2384,2020-04-15 10:47:25.925,2020-04-15 10:46:53.473,284.80017,F5JW66Upzd,com.sec.android.app.shealth,9a5c541d-96d2-46c2-803b-e23bcb77a2cc,1586044800000,
,3a023597-ae80-46b4-a7e8-d56128a067b7.extra_data.json,0.0,6172797,1490.041,2020-04-15 10:47:26.024,2020-04-15 10:46:53.577,457.4114,F5JW66Upzd,com.sec.android.app.shealth,3a023597-ae80-46b4-a7e8-d56128a067b7,1586649600000,
,ebbcdb51-004a-41b9-8bae-67b4427ec29e.extra_data.json,0.0,3334740,1542.7517,2020-04-27 22:00:00.464,2020-04-26 22:00:01.401,191.35098,F5JW66Upzd,com.sec.android.app.shealth,ebbcdb51-004a-41b9-8bae-67b4427ec29e,1587945600000,
,4ffe0a05-17b0-4a3e-b58c-e70458d07a18.extra_data.json,0.0,7532696,1464.7839,2020-04-16 22:55:05.020,2020-04-15 22:00:00.384,631.1914,F5JW66Upzd,com.sec.android.app.shealth,4ffe0a05-17b0-4a3e-b58c-e70458d07a18,1586995200000,
,60b05afe-2fbc-41d3-b078-d7a552db3904.extra_data.json,0.0,4877785,1514.093,2020-04-20 22:55:06.320,2020-04-19 22:00:00.398,460.41272,F5JW66Upzd,com.sec.android.app.shealth,60b05afe-2fbc-41d3-b078-d7a552db3904,1587340800000,
,ff657598-4b8c-423f-95ee-4bad0d47c604.extra_data.json,0.0,7772653,1460.3273,2020-04-17 23:57:58.404,2020-04-16 22:00:00.353,618.07715,F5JW66Upzd,com.sec.android.app.shealth,ff657598-4b8c-423f-95ee-4bad0d47c604,1587081600000,
,99edd711-302b-4288-a8b8-17488ff1081e.extra_data.json,0.0,2121860,1565.2782,2020-04-15 10:47:26.010,2020-04-15 10:46:53.560,122.34001,F5JW66Upzd,com.sec.android.app.shealth,99edd711-302b-4288-a8b8-17488ff1081e,1586563200000,
,f0db1498-cb77-491b-a028-6e750ef472ab.extra_data.json,0.0,6695063,1480.3411,2020-05-04 00:15:04.907,2020-05-02 22:00:01.463,441.28796,F5JW66Upzd,com.sec.android.app.shealth,f0db1498-cb77-491b-a028-6e750ef472ab,1588464000000,
,ab332648-1b17-4795-a32d-fab3d74fd106.extra_data.json,0.0,9612527,1426.1558,2020-04-20 18:24:29.233,2020-04-18 22:00:01.451,671.3772,F5JW66Upzd,com.sec.android.app.shealth,ab332648-1b17-4795-a32d-fab3d74fd106,1587254400000,
,e5505a1f-4032-4ec5-b77d-b5987091c602.extra_data.json,0.0,7338745,1468.3862,2020-04-22 22:35:06.609,2020-04-21 22:00:00.397,614.593,F5JW66Upzd,com.sec.android.app.shealth,e5505a1f-4032-4ec5-b77d-b5987091c602,1587513600000,
,f74be9eb-3e78-4525-ba78-95488d601fc2.extra_data.json,0.0,4095422,1528.6237,2020-04-26 22:55:06.920,2020-04-25 22:00:00.428,306.7614,F5JW66Upzd,com.sec.android.app.shealth,f74be9eb-3e78-4525-ba78-95488d601fc2,1587859200000,
,194342ab-3dc9-4390-b734-294713f132ec.extra_data.json,0.0,2804602,1552.5978,2020-04-18 23:15:07.255,2020-04-17 22:00:00.439,166.30902,F5JW66Upzd,com.sec.android.app.shealth,194342ab-3dc9-4390-b734-294713f132ec,1587168000000,
,0dc46d91-b479-4494-ba24-8ad119d92122.extra_data.json,0.0,7054200,1473.671,2020-04-25 23:15:07.484,2020-04-24 22:00:00.281,627.1369,F5JW66Upzd,com.sec.android.app.shealth,0dc46d91-b479-4494-ba24-8ad119d92122,1587772800000,
,4ab051f0-99ba-44e8-9f5d-f3fa8ba74832.extra_data.json,0.0,1648349,1574.0725,2020-04-28 22:00:01.509,2020-04-27 22:00:00.367,97.42904,F5JW66Upzd,com.sec.android.app.shealth,4ab051f0-99ba-44e8-9f5d-f3fa8ba74832,1588032000000,
,f65f18f9-7880-4dbb-af08-df164e96bddf.extra_data.json,0.0,4983625,1512.1273,2020-04-23 23:55:06.823,2020-04-22 22:00:01.385,288.10995,F5JW66Upzd,com.sec.android.app.shealth,f65f18f9-7880-4dbb-af08-df164e96bddf,1587600000000,
,b2b78673-e015-4c41-a2d9-b9d7a903b34c.extra_data.json,0.0,3222426,1544.8376,2020-05-01 23:35:11.209,2020-04-30 22:00:00.406,267.9741,F5JW66Upzd,com.sec.android.app.shealth,b2b78673-e015-4c41-a2d9-b9d7a903b34c,1588291200000,
