com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
10167,4,0,15,2021-02-13 05:24:00.000,230002,,2021-02-13 05:27:12.399,2021-02-13 05:27:12.399,15,1.0277778,10.45,0.62,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 05:24:59.999,b601f1bc-412a-14a4-89b7-9caedbb38e6f,
32733,4,1,37,2021-02-14 14:04:00.000,,,2021-02-14 14:13:04.617,2021-02-14 14:13:04.617,54,1.1388888,37.28,3.19,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 14:05:00.000,094eaa57-bf51-453c-9804-fd32d8a4181b,
9230,4,0,14,2021-02-12 19:28:00.000,230002,,2021-02-12 19:28:37.312,2021-02-12 19:28:37.312,14,1.0833334,10.0,0.5,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-12 19:28:59.999,5d9b4648-49e8-6098-fabd-c8785c14d4ac,
53088,4,0,112,2021-02-13 05:44:00.000,230002,,2021-02-13 05:51:15.528,2021-02-13 05:51:15.527,106,1.3055556,69.31,5.06,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 05:44:59.999,f4be0aa7-296f-fbca-417a-e36d800f81cb,
25614,4,0,32,2021-02-14 14:05:00.000,,,2021-02-14 14:13:04.668,2021-02-14 14:13:04.668,34,0.9166667,23.48,1.53,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 14:06:00.000,6835058c-511f-4628-b017-3b4f118ac686,
9441,4,0,12,2021-02-13 05:31:00.000,230002,,2021-02-13 05:31:39.382,2021-02-13 05:31:39.382,12,0.8611111,8.13,0.56,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 05:31:59.999,b854cbcf-93c8-ddc1-cd67-0c93df7a1241,
15839,4,0,23,2021-02-13 06:07:00.000,230002,,2021-02-13 06:15:01.082,2021-02-13 06:07:58.458,23,1.0277778,16.28,0.82,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:07:59.999,8558fb60-f7fa-103d-6f20-81ce0f174a80,
31949,4,0,53,2021-02-14 14:07:00.000,,,2021-02-14 14:13:04.718,2021-02-14 14:13:04.718,53,1.2222222,39.05,2.06,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 14:08:00.000,29a46109-cc5a-4b4c-b83d-cc83dd808c57,
60000,4,0,110,2021-02-13 05:45:00.000,230002,,2021-02-13 05:51:15.533,2021-02-13 05:51:15.533,110,1.3896667,83.38,3.77,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 05:45:59.999,cedf45a3-96a1-6e9d-67f7-93c772529757,
50853,4,0,110,2021-02-13 06:14:00.000,230002,,2021-02-13 06:15:01.115,2021-02-13 06:15:01.115,110,1.3888888,70.63,3.91,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:14:59.999,3ada4349-3164-5e4d-b814-f6fd35aae976,
6724,4,0,13,2021-02-13 06:08:00.000,230002,,2021-02-13 06:15:01.089,2021-02-13 06:15:01.089,13,1.4722222,9.9,0.42,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:08:59.999,46a684cb-f4bd-c16d-0b4f-9e176ba502bc,
10557,4,1,21,2021-02-13 06:30:00.000,230002,,2021-02-13 06:32:28.360,2021-02-13 06:32:28.359,22,1.6111112,17.01,1.13,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:30:59.999,862161ed-c93f-7986-9693-ef2140de9b96,
47692,4,0,93,2021-02-13 06:15:00.000,230002,,2021-02-13 06:16:09.349,2021-02-13 06:16:09.349,93,1.2777778,60.94,5.01,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:15:59.999,c85e1bf2-0972-f8e2-6a44-b824edc8728b,
8547,4,0,13,2021-02-13 07:25:00.000,230002,,2021-02-13 07:29:24.399,2021-02-13 07:29:24.399,13,1.0833334,9.26,0.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 07:25:59.999,f9ebe859-796c-abf0-7e72-eec234502d7b,
9534,4,2,21,2021-02-13 06:31:00.000,230002,,2021-02-13 06:32:28.368,2021-02-13 06:32:28.368,23,1.9444444,18.54,0.85,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 06:31:59.999,df6eb8af-fbc9-fbb9-79d6-2658280115e8,
4005,4,0,6,2021-02-14 18:02:00.000,230002,,2021-02-14 18:13:19.376,2021-02-14 18:02:00.940,6,1.0960264,4.39,0.19,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:02:59.999,e2eec01a-44bd-625a-1a63-ac0da16944db,
7988,4,0,14,2021-02-13 08:45:00.000,,,2021-02-13 08:54:05.430,2021-02-13 08:54:05.430,14,1.3055556,10.43,0.53,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 08:46:00.000,daaa4a6f-2932-43cf-82c3-e06e50549f69,
54453,4,0,94,2021-02-14 18:04:00.000,230002,,2021-02-14 18:13:19.382,2021-02-14 18:13:19.382,94,1.2777778,69.58,3.13,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:04:59.999,f328faa5-717b-5d66-9b4a-892ec6317c7d,
4720,4,0,10,2021-02-13 07:26:00.000,230002,,2021-02-13 07:29:24.419,2021-02-13 07:29:24.418,10,1.7222222,8.13,0.27,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 07:26:59.999,007d501f-b9c3-e3d8-a1d2-5a744c350f9b,
25986,4,0,42,2021-02-13 08:46:00.000,,,2021-02-13 08:54:05.463,2021-02-13 08:54:05.463,42,1.1944444,31.04,1.63,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 08:47:00.000,78fd7e04-ad7f-4bcb-8797-4cd30de1ecc2,
8042,4,0,14,2021-02-14 18:06:00.000,230002,,2021-02-14 18:13:19.388,2021-02-14 18:13:19.388,14,1.3055556,10.5,0.43,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:06:59.999,41fba5fb-0c33-2d04-f9cf-41d1a13c764f,
10244,4,0,18,2021-02-15 06:50:00.000,230002,,2021-02-15 06:50:37.453,2021-02-15 06:50:37.452,18,1.2777778,13.09,0.65,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-15 06:50:59.999,568b63cd-943e-350f-c857-34884041cf2e,
9931,4,0,17,2021-02-14 18:09:00.000,230002,,2021-02-14 18:13:19.394,2021-02-14 18:13:19.394,17,1.2777778,12.69,0.62,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:09:59.999,c7826f37-e874-531a-6818-e36720a16f23,
5010,4,0,9,2021-02-13 08:47:00.000,,,2021-02-13 08:54:05.518,2021-02-13 08:54:05.518,9,1.3611112,6.82,0.36,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 08:48:00.000,01e6b4c4-f931-4e83-8eb1-6b2b426e1c8c,
17641,4,0,27,2021-02-15 06:53:00.000,,,2021-02-15 06:55:00.624,2021-02-15 06:53:32.430,27,1.13088,19.950003,0.9599999,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-15 06:54:00.000,1eb62509-bcda-4e5b-810f-8347d58ef553,
8476,4,0,14,2021-02-14 18:13:00.000,230002,,2021-02-14 18:13:19.400,2021-02-14 18:13:19.400,14,1.2222222,10.36,0.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:13:59.999,f7d81b47-748d-bcfe-b2fe-aa94496f3afd,
11137,4,0,20,2021-02-13 08:48:00.000,,,2021-02-13 08:54:05.565,2021-02-13 08:54:05.565,20,1.3611112,15.16,0.72,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 08:49:00.000,c9dae6ed-f19f-48b4-8cbf-d5a92027ee8e,
5584,4,0,9,2021-02-13 08:49:00.000,,,2021-02-13 08:54:05.606,2021-02-13 08:54:05.606,9,1.1944444,6.67,0.32,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 08:50:00.000,01cd8a29-c179-40f6-87b7-d3567e3965d9,
32575,4,0,51,2021-02-13 09:12:00.000,,,2021-02-13 09:14:42.275,2021-02-13 09:14:42.275,51,1.1388888,37.1,1.94,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:13:00.000,4cb6faf8-4506-4202-8b2f-c68febd9b3af,
12525,4,0,22,2021-02-13 16:34:00.000,,,2021-02-13 16:35:01.615,2021-02-13 16:35:01.615,22,1.3333334,16.7,0.83,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:35:00.000,f5240efe-5d03-4df7-b165-1d1fd09bae27,
11660,4,0,19,2021-02-13 09:13:00.000,,,2021-02-13 09:14:42.339,2021-02-13 09:14:42.339,25,1.6388888,19.11,0.83,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:14:00.000,f530e026-cffa-4f6c-81d5-5e47107c6524,
25708,4,0,44,2021-02-13 16:39:00.000,,,2021-02-13 16:48:35.309,2021-02-13 16:48:35.309,44,1.2777778,32.85,1.69,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:40:00.000,576dacb5-e4c2-4c0d-8966-24928678ee54,
34134,4,0,52,2021-02-13 09:14:00.000,,,2021-02-13 09:15:01.240,2021-02-13 09:14:42.386,64,1.2623761,43.089996,2.37,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:15:00.000,f4ab89d0-8d3c-4f1a-9177-241f9f9a77d3,
60000,4,0,105,2021-02-13 16:40:00.000,,,2021-02-13 16:48:35.374,2021-02-13 16:48:35.374,105,1.3168334,79.01,4.2,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:41:00.000,b2b3abc3-9e01-4c8e-95ed-142c7ddf5cc1,
8682,4,0,12,2021-02-13 09:11:00.000,230002,,2021-02-13 09:12:15.398,2021-02-13 09:12:15.398,12,0.9444444,8.2,0.5,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:11:59.999,6f2085e9-2ad1-03cc-3edb-ffec9f6bb12d,
60000,4,0,108,2021-02-14 18:04:00.000,,,2021-02-14 18:15:00.171,2021-02-14 18:15:00.171,108,1.3468333,80.81,4.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:05:00.000,df4f035e-ed2d-4030-952a-0f9bd32c30b0,
54058,4,0,70,2021-02-13 16:41:00.000,,,2021-02-13 16:48:35.427,2021-02-13 16:48:35.427,109,1.3611112,73.58,4.05,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:42:00.000,a05819ea-3a28-4c22-9807-d566de7be501,
25971,4,0,43,2021-02-13 09:12:00.000,230002,,2021-02-13 09:12:46.348,2021-02-13 09:12:15.419,43,1.207469,31.36,1.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:12:59.999,d8fd5ea8-3fa4-cd9e-39ce-bf7182acef59,
14474,4,0,19,2021-02-14 18:06:00.000,,,2021-02-14 18:15:00.248,2021-02-14 18:15:00.248,19,0.9444444,13.67,0.73,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:07:00.000,5b099324-45ff-4565-bafd-3efcdb878a8c,
57819,4,0,78,2021-02-13 16:42:00.000,,,2021-02-13 16:48:35.477,2021-02-13 16:48:35.477,104,1.2777778,73.88,4.92,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:43:00.000,fbcb7255-f446-4129-8935-71d73fc33be1,
19423,4,0,32,2021-02-13 09:13:00.000,230002,,2021-02-13 09:13:59.304,2021-02-13 09:13:59.302,32,1.2222222,23.74,1.12,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:13:59.999,e5cb3b8f-9d67-dfc7-6acb-c957e7189844,
20358,4,0,31,2021-02-14 18:07:00.000,,,2021-02-14 18:15:00.319,2021-02-14 18:15:00.319,31,1.1111112,22.62,1.15,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:08:00.000,c2714a8c-d32f-4b23-8b36-02c48daee579,
60000,4,0,104,2021-02-13 16:43:00.000,,,2021-02-13 16:48:35.532,2021-02-13 16:48:35.532,104,1.3,78.0,4.16,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:44:00.000,923aabef-444d-4327-bb14-309b5666dbb9,
31589,4,0,53,2021-02-13 09:14:00.000,230002,,2021-02-13 09:15:00.121,2021-02-13 09:15:00.121,53,1.2222222,38.61,1.83,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:14:59.999,dafaf08f-61a4-dc7f-5dcd-7eeaa6fa6934,
16674,4,0,29,2021-02-14 18:09:00.000,,,2021-02-14 18:15:00.400,2021-02-14 18:15:00.400,29,1.3055556,21.77,1.07,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:10:00.000,902c6d85-6da5-4360-86b5-35e8b53723a3,
60000,4,0,107,2021-02-13 16:44:00.000,,,2021-02-13 16:48:35.585,2021-02-13 16:48:35.585,107,1.3498333,80.99,4.28,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:45:00.000,d37fdec0-50b1-4fbe-a536-6f298ce76a59,
4083,4,0,6,2021-02-13 09:15:00.000,230002,,2021-02-13 09:20:03.340,2021-02-13 09:20:03.340,6,1.0555556,4.31,0.21,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:15:59.999,f53f22c9-e7dd-9b30-336f-6301b8c3a4aa,
19841,4,0,27,2021-02-14 18:12:00.000,,,2021-02-14 18:15:00.490,2021-02-14 18:15:00.490,27,0.97222215,19.29,1.02,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:13:00.000,4cbee5d0-a4ed-4507-be24-1c4e14148622,
25412,4,0,42,2021-02-13 16:45:00.000,,,2021-02-13 16:48:35.626,2021-02-13 16:48:35.626,42,1.2222222,31.06,1.66,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:46:00.000,28aa4003-b013-42be-a3bb-c467717ad3fb,
5596,4,0,11,2021-02-13 09:23:00.000,230002,,2021-02-13 09:25:01.376,2021-02-13 09:25:01.376,11,1.5277778,8.55,0.38,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:23:59.999,7096a7cc-ee49-6b7e-c053-147c923519ef,
7531,4,0,11,2021-02-14 18:13:00.000,,,2021-02-14 18:15:00.571,2021-02-14 18:15:00.571,11,1.0555555,7.95,0.44,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:14:00.000,ca68a953-7778-40fd-9e2a-d96bac305d56,
19580,4,0,27,2021-02-13 16:46:00.000,,,2021-02-13 16:48:35.663,2021-02-13 16:48:35.663,27,1.0,19.58,1.02,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:47:00.000,a60f1d69-f9eb-4fef-ae42-0d1d3ca8d423,
15740,4,0,22,2021-02-13 09:15:00.000,,,2021-02-13 09:30:37.225,2021-02-13 09:30:37.225,22,1.0,15.74,0.86,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:16:00.000,db6336ba-45b9-42f0-9e51-d822e0191ccb,
6586,4,0,11,2021-02-14 18:30:00.000,230002,,2021-02-14 18:32:49.277,2021-02-14 18:32:49.276,13,1.5,9.88,0.5,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:30:59.999,e10e086c-a10c-e725-ac2e-7df030985e42,
16685,4,0,27,2021-02-13 16:47:00.000,,,2021-02-13 16:48:35.702,2021-02-13 16:48:35.702,27,1.1944444,19.93,1.04,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 16:48:00.000,e762b3c5-75d5-40cf-9f5c-8cf49ea92b7d,
8860,4,3,13,2021-02-13 09:16:00.000,,,2021-02-13 09:30:37.290,2021-02-13 09:30:37.290,16,1.7222222,15.26,0.88,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:17:00.000,9587bd92-073a-4bc4-b2f5-52a76835e778,
16544,4,0,28,2021-02-14 18:48:00.000,,,2021-02-14 18:52:14.280,2021-02-14 18:52:14.280,28,1.2777778,21.14,1.09,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:49:00.000,f597da17-0703-463f-bb7e-ecf830dd6f5b,
24346,4,0,39,2021-02-13 17:07:00.000,,,2021-02-13 17:15:01.931,2021-02-13 17:15:01.931,40,1.1944444,29.08,1.53,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 17:08:00.000,c23637b9-921a-4e54-bca9-85a62023f22a,
8237,4,0,13,2021-02-13 09:23:00.000,,,2021-02-13 09:30:37.332,2021-02-13 09:30:37.332,13,1.1666666,9.61,0.49,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:24:00.000,b16bfe87-2222-4757-a3db-a5d257c6769c,
11187,4,0,17,2021-02-14 18:49:00.000,,,2021-02-14 18:52:14.342,2021-02-14 18:52:14.342,17,1.1111112,12.43,0.65,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:50:00.000,987fbb25-e1b0-48b0-9d3d-dd870c45d31b,
28251,4,0,44,2021-02-13 17:10:00.000,,,2021-02-13 17:15:02.014,2021-02-13 17:15:02.014,43,1.1111112,31.39,1.68,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 17:11:00.000,7f0ebab2-c39a-4761-a5e6-bcf335a12eed,
9653,4,0,14,2021-02-13 09:29:00.000,,,2021-02-13 09:30:37.366,2021-02-13 09:30:37.366,14,1.0555556,10.19,0.5,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:30:00.000,3b469f89-1c4e-4a5f-878d-5d78edc38b20,
16317,4,0,28,2021-02-14 18:51:00.000,,,2021-02-14 18:52:14.402,2021-02-14 18:52:14.402,28,1.2777778,20.85,1.05,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:52:00.000,1bb5e2d9-61f2-4c94-820f-be46054b6906,
60000,4,0,102,2021-02-13 17:11:00.000,,,2021-02-13 17:15:02.104,2021-02-13 17:15:02.104,102,1.2676667,76.06,4.08,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 17:12:00.000,f3d8b141-b707-42df-808c-625198d5a54e,
8426,4,0,11,2021-02-14 02:12:00.000,230002,,2021-02-14 02:13:41.586,2021-02-14 02:13:41.586,11,0.8888889,7.49,0.45,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 02:12:59.999,45919632-96e2-8a6a-58ab-07636c9d234e,
10098,4,0,15,2021-02-13 09:34:00.000,,,2021-02-13 09:35:02.174,2021-02-13 09:35:02.174,15,1.0833334,10.94,0.54,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:35:00.000,26074523-1ef8-4be2-b3d9-51b29eb66079,
50714,4,0,88,2021-02-14 18:52:00.000,,,2021-02-14 18:52:57.632,2021-02-14 18:52:14.452,88,1.3073093,66.30002,3.439998,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 18:53:00.000,f399b2b7-ce8d-40f7-9fec-0fde6fcfa3a4,
4893,4,0,10,2021-02-14 03:35:00.000,230002,,2021-02-14 03:55:00.114,2021-02-14 03:55:00.114,10,1.5,7.34,0.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 03:35:59.999,c8412a57-f4b9-b164-f149-6f0a35e357b9,
5700,4,0,8,2021-02-13 09:45:00.000,,,2021-02-13 09:47:25.290,2021-02-13 09:47:25.290,8,1.0,5.7,0.3,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:46:00.000,d1ed8a9e-c6ff-40d4-8faf-557e4dfe09bd,
11696,4,0,20,2021-02-14 18:48:00.000,230002,,2021-02-14 18:49:22.389,2021-02-14 18:49:22.388,20,1.25,14.62,0.69,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:48:59.999,9b5bbcfc-ced4-c5d5-3add-d6ba41c1bcfe,
8537,4,0,17,2021-02-14 04:04:00.000,230002,,2021-02-14 04:04:46.536,2021-02-14 04:04:46.535,17,1.5555556,13.28,0.62,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 04:04:59.999,2a04c391-c0f4-4fbf-f324-e6d17b9d865b,
7894,4,0,13,2021-02-13 09:43:00.000,230002,,2021-02-13 09:44:57.283,2021-02-13 09:44:57.282,13,1.1944444,9.43,0.51,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:43:59.999,a6b1b67c-eb62-d4e7-1c04-9f86d5a1b876,
17983,4,0,30,2021-02-14 18:51:00.000,230002,,2021-02-14 18:53:08.271,2021-02-14 18:53:08.270,30,1.1944444,21.48,1.08,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:51:59.999,1fe4440b-cab3-aa47-a27c-60a7ecc0d8fb,
7227,4,0,14,2021-02-14 05:41:00.000,230002,,2021-02-14 05:42:56.513,2021-02-14 05:42:56.512,14,1.4722222,10.64,0.5,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:41:59.999,67d1ef7a-3271-b38e-8d28-3cbc64278f08,
1791,4,0,3,2021-02-13 09:44:00.000,230002,,2021-02-13 09:44:57.289,2021-02-13 09:44:57.289,3,1.2222222,2.19,0.12,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:44:59.999,8a5481e6-6189-9b15-d0f1-6713b7ec3237,
48140,4,0,84,2021-02-14 18:52:00.000,230002,,2021-02-14 18:53:08.284,2021-02-14 18:53:08.281,84,1.3055556,62.85,2.91,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 18:52:59.999,b493e20c-ccfd-d4d9-14e7-944f180b4ab6,
16049,4,0,27,2021-02-14 05:42:00.000,230002,,2021-02-14 05:44:24.345,2021-02-14 05:42:56.522,27,1.238664,19.88,1.0,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:42:59.999,bbf2d93f-cd38-9743-d74e-fc485b467688,
12987,4,0,20,2021-02-13 09:45:00.000,230002,,2021-02-13 09:46:31.321,2021-02-13 09:46:31.321,20,1.0833334,14.07,0.76,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 09:45:59.999,cee01899-3cbe-dbf0-f8c6-551bed50add8,
52043,4,0,89,2021-02-14 19:04:00.000,,,2021-02-14 19:05:58.337,2021-02-14 19:05:58.337,89,1.2777778,66.5,3.5,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-14 19:05:00.000,0af5b52a-791f-4899-9101-aa2ba9435a1c,
7472,4,0,10,2021-02-14 05:44:00.000,230002,,2021-02-14 05:44:58.340,2021-02-14 05:44:58.340,10,0.9166667,6.85,0.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:44:59.999,0aebe93f-8e7c-4738-4e7f-1fc4d5d1c5c4,
5760,4,0,10,2021-02-13 09:51:00.000,,,2021-02-13 09:55:03.206,2021-02-13 09:55:03.206,10,1.3055556,7.52,0.37,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:52:00.000,a4a9fdad-5597-423f-bb28-a87cb27a7576,
6343,4,0,15,2021-02-14 05:45:00.000,230002,,2021-02-14 05:45:15.181,2021-02-14 05:45:12.155,15,2.0146136,12.78,0.58,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:45:59.999,4b9e667c-0975-143f-9af3-2ac72890e63b,
5605,4,0,9,2021-02-13 09:53:00.000,,,2021-02-13 09:55:03.302,2021-02-13 09:55:03.302,9,1.1666666,6.54,0.33,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:54:00.000,0a0d9e6b-5c85-47a3-868f-dd1f9d0a7824,
14076,4,0,27,2021-02-15 06:52:00.000,230002,,2021-02-15 06:52:24.448,2021-02-15 06:52:24.418,27,1.3888888,19.55,1.04,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-15 06:52:59.999,c772d983-d9b8-420a-d70d-f06914414078,
5347,4,0,7,2021-02-13 09:55:00.000,,,2021-02-13 09:56:15.305,2021-02-13 09:56:15.305,7,0.94444436,5.05,0.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:56:00.000,b48ebb2a-d88d-4fd0-ac21-5076a3958e76,
8681,4,5,12,2021-02-14 05:46:00.000,230002,,2021-02-14 05:47:06.174,2021-02-14 05:46:38.167,17,1.4950916,12.98,0.8,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:46:59.999,b95b6e00-4f84-b371-4101-18a1e3efed92,
8379,4,0,13,2021-02-15 06:53:00.000,230002,,2021-02-15 06:54:00.348,2021-02-15 06:54:00.348,13,1.1111112,9.31,0.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-15 06:53:59.999,2dfb97ce-f31f-702a-fe3e-7d093f873f5e,
7627,4,0,10,2021-02-13 10:05:00.000,230002,,2021-02-13 10:07:01.338,2021-02-13 10:07:01.336,10,0.8888889,6.78,0.46,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-13 10:05:59.999,8a741cf8-2c1e-08b7-a6a0-7aa2c90b8c52,
5085,4,0,10,2021-02-14 05:47:00.000,230002,,2021-02-14 05:55:00.084,2021-02-14 05:55:00.083,10,1.5277778,7.77,0.32,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 05:47:59.999,b25938c4-1b37-5f83-4cc5-f93622b2133c,
6739,4,0,13,2021-02-15 06:54:00.000,230002,,2021-02-15 06:55:00.093,2021-02-15 06:55:00.093,13,1.5,10.11,0.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-15 06:54:59.999,5f1dae66-2eb5-aeeb-b48f-5e72edd43ae8,
7961,4,0,11,2021-02-14 06:02:00.000,230002,,2021-02-14 06:03:33.296,2021-02-14 06:03:33.295,11,0.9722222,7.74,0.41,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-02-14 06:02:59.999,d0c1ff43-6fe1-93aa-5606-796893d4b4fc,
5070,4,0,7,2021-02-13 09:56:00.000,,,2021-02-13 10:08:38.172,2021-02-13 10:08:38.172,7,0.99999994,5.07,0.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-02-13 09:57:00.000,fa725f31-3e6e-4b0d-84a3-7a209b52dea6,
