com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
16422,4,0,26,2021-03-01 21:55:00.000,,,2021-03-01 22:15:01.324,2021-03-01 22:15:01.324,26,1.1666666,19.16,0.97,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-01 21:56:00.000,67496463-bd89-433c-8ecd-989fb2081c06,
16236,4,0,25,2021-03-02 17:32:00.000,,,2021-03-02 17:35:03.291,2021-03-02 17:35:03.291,25,1.1111112,18.04,0.96,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:33:00.000,d081300f-bafc-488b-8cec-4f8385143007,
1579,4,0,2,2021-03-01 13:59:00.000,230002,,2021-03-01 13:59:07.327,2021-03-01 13:59:07.327,2,0.8611111,1.36,0.08,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 13:59:59.999,80b33a1b-c6a6-9217-0f52-9956ef701beb,
5523,4,0,7,2021-03-02 17:34:00.000,,,2021-03-02 17:35:03.385,2021-03-02 17:35:03.385,7,0.88888896,4.91,0.26,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:35:00.000,184a239f-e18e-437b-80c1-04df4b4e80b7,
4130,4,0,6,2021-03-01 21:56:00.000,,,2021-03-01 22:15:01.522,2021-03-01 22:15:01.522,6,1.0555556,4.36,0.23,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-01 21:57:00.000,7085e6c6-fd2e-4c95-874b-da19a028862b,
18896,4,0,35,2021-03-01 15:02:00.000,230002,,2021-03-01 15:03:17.335,2021-03-01 15:03:17.329,35,1.4166666,26.77,1.22,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:02:59.999,6bc446b9-7ecb-968a-6469-5ed24da0f68b,
6480,4,0,10,2021-03-02 13:21:00.000,230002,,2021-03-02 13:31:17.514,2021-03-02 13:31:17.513,10,1.0833334,7.02,0.35,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:21:59.999,14e77935-86ab-415d-683d-15371e8895e3,
31053,4,0,54,2021-03-02 17:35:00.000,230002,,2021-03-02 17:49:29.341,2021-03-02 17:49:29.341,54,1.2777778,39.68,1.81,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:35:59.999,2f918910-dd18-4d1d-be23-9858ff3dfc9e,
6938,4,0,9,2021-03-01 14:00:00.000,,,2021-03-01 14:03:22.682,2021-03-01 14:03:22.682,9,0.9166667,6.36,0.34,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-01 14:01:00.000,6da9d552-cc67-4550-90d2-b457024f72a1,
7460,4,0,17,2021-03-02 00:36:00.000,230002,,2021-03-02 00:44:16.291,2021-03-02 00:44:16.290,17,1.8055556,13.47,0.59,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 00:36:59.999,c662eb9f-86ef-26d2-2428-1057d74f8621,
12995,4,0,19,2021-03-01 15:03:00.000,230002,,2021-03-01 15:03:22.745,2021-03-01 15:03:17.341,19,1.0334882,13.431,0.75,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:03:59.999,e27be775-c0ef-9e00-2807-a5516d941f7b,
33211,4,0,58,2021-03-02 17:36:00.000,230002,,2021-03-02 17:49:29.353,2021-03-02 17:49:29.352,58,1.3055556,43.36,1.96,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:36:59.999,686a8d08-bf52-bdfc-4aa3-82df9b55640b,
5523,4,0,7,2021-03-01 14:04:00.000,,,2021-03-01 14:08:15.317,2021-03-01 14:08:15.317,7,0.88888896,4.91,0.26,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-01 14:05:00.000,0f8451de-1b48-4e1c-8963-ed7c7039b4f4,
8631,4,0,14,2021-03-01 15:04:00.000,230002,,2021-03-01 15:08:19.399,2021-03-01 15:08:19.399,14,1.1944444,10.31,0.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:04:59.999,0bf40758-e457-4959-9f07-ab7db434da00,
12177,4,0,27,2021-03-02 04:54:00.000,230002,,2021-03-02 04:54:59.101,2021-03-02 04:54:48.396,27,1.7819854,21.7,0.92,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 04:54:59.999,fc061711-709f-99e3-87ed-60476b8c020a,
5118,4,3,10,2021-03-02 13:25:00.000,230002,,2021-03-02 13:31:17.521,2021-03-02 13:31:17.521,13,2.1666667,11.09,0.81,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:25:59.999,45181d17-6c31-bc45-3abe-a1369ed4985b,
8287,4,0,15,2021-03-02 17:47:00.000,230002,,2021-03-02 17:49:29.358,2021-03-02 17:49:29.358,15,1.3888888,11.51,0.51,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:47:59.999,c60e5293-b064-a717-887b-bfa5a4af3849,
3930,4,0,7,2021-03-01 15:05:00.000,230002,,2021-03-01 15:08:19.406,2021-03-01 15:08:19.405,7,1.3611112,5.35,0.22,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:05:59.999,12a7a3bc-40fe-64e2-476c-c84df11f38cd,
6530,4,0,9,2021-03-01 14:05:00.000,,,2021-03-01 14:08:15.374,2021-03-01 14:08:15.374,9,1.0,6.53,0.33,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-01 14:06:00.000,997fe0e1-9ff2-40a7-8bc8-a9ff791d61a0,
3682,4,0,8,2021-03-02 04:55:00.000,230002,,2021-03-02 04:56:07.755,2021-03-02 04:55:02.180,8,1.7191099,6.33,0.31,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 04:55:59.999,07c648c4-543f-c8e8-1df5-7c0c01b28383,
14888,4,0,30,2021-03-02 17:48:00.000,230002,,2021-03-02 17:49:29.391,2021-03-02 17:49:29.391,30,1.5555556,23.16,1.04,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:48:59.999,c78ca526-78ac-8b92-ec9d-e4732f04930f,
19536,4,0,34,2021-03-01 15:08:00.000,230002,,2021-03-01 15:08:57.290,2021-03-01 15:08:19.411,34,1.2970641,25.34,1.17,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:08:59.999,97d6ee47-3d4d-3397-b745-62c92885719b,
4995,4,0,10,2021-03-03 07:59:00.000,230002,,2021-03-03 08:00:24.341,2021-03-03 08:00:24.341,10,1.5555556,7.77,0.37,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 07:59:59.999,176decdd-d3e8-c92c-33f0-5307e72f72a7,
7720,4,0,11,2021-03-02 13:30:00.000,230002,,2021-03-02 13:31:17.528,2021-03-02 13:31:17.527,13,1.25,9.65,0.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:30:59.999,17f11670-81e5-0334-2ef6-31407ec24f9a,
3848,4,0,10,2021-03-02 17:50:00.000,230002,,2021-03-02 17:52:24.354,2021-03-02 17:52:24.354,10,2.6111112,10.05,0.54,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:50:59.999,074ad4f8-99eb-96dd-5ced-fb2c47063ae7,
5212,4,0,9,2021-03-02 06:45:00.000,,,2021-03-02 06:55:01.232,2021-03-02 06:55:01.232,9,1.3333334,6.95,0.32,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 06:46:00.000,37b418ec-fc82-439b-88ce-29a5b247263b,
9324,4,0,17,2021-03-03 08:02:00.000,230002,,2021-03-03 08:02:33.317,2021-03-03 08:02:33.317,17,1.3888888,12.95,0.62,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:02:59.999,5d4cee67-667e-dcac-2b03-eda1e06e746e,
8867,4,0,16,2021-03-01 15:09:00.000,230002,,2021-03-01 15:13:24.304,2021-03-01 15:13:24.304,16,1.3611112,12.07,0.56,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:09:59.999,7ef16549-b7a2-ae08-a092-d28f4e63552e,
3751,4,0,12,2021-03-02 17:51:00.000,230002,,2021-03-02 17:52:24.386,2021-03-02 17:52:24.386,12,4.5555553,17.09,0.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 17:51:59.999,2bdb807a-1538-25a0-744b-723f9ea1fe0f,
14783,4,0,22,2021-03-02 13:32:00.000,,,2021-03-02 13:32:11.443,2021-03-02 13:32:07.315,22,1.0782132,15.939999,0.7700001,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 13:33:00.000,eb371e81-e399-4cfd-b555-23f2b2e85813,
6594,4,0,11,2021-03-02 08:18:00.000,,,2021-03-02 08:19:06.487,2021-03-02 08:19:06.487,11,1.2222222,8.06,0.41,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:19:00.000,fec0447a-beff-4eb7-86b9-afb5f1bd5834,
7854,4,0,13,2021-03-01 15:13:00.000,230002,,2021-03-01 15:13:39.154,2021-03-01 15:13:30.829,13,1.1753587,9.232,0.43,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:13:59.999,66cac6f6-ac2f-84d7-a908-ca560ae0f62f,
35561,4,0,61,2021-03-02 17:35:00.000,,,2021-03-02 17:55:03.210,2021-03-02 17:55:03.210,61,1.2777778,45.44,2.38,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:36:00.000,b0dbc533-9003-4753-8981-658129d2c83e,
33911,4,0,60,2021-03-01 15:30:00.000,230002,,2021-03-01 15:31:49.337,2021-03-01 15:30:39.292,60,1.3275483,45.019,1.99,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:30:59.999,011bc80a-baed-7421-faf2-dd657f35c096,
10003,4,0,19,2021-03-02 08:28:00.000,230002,,2021-03-02 08:29:31.343,2021-03-02 08:29:31.342,19,1.4444444,14.45,0.68,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 08:28:59.999,ab31645a-937b-61ee-e03f-3abf3ec9b7b8,
37056,4,0,62,2021-03-02 17:36:00.000,,,2021-03-02 17:55:03.382,2021-03-02 17:55:03.382,62,1.25,46.32,2.48,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:37:00.000,e8272369-c397-4981-a018-766e93824e99,
17852,4,0,31,2021-03-02 10:23:00.000,230002,,2021-03-02 10:23:55.842,2021-03-02 10:23:17.261,31,1.2973962,23.162,1.12,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 10:23:59.999,f0f0de6f-a819-fc47-6749-e1642d1b5caf,
10062,4,2,20,2021-03-02 13:31:00.000,230002,,2021-03-02 13:34:00.409,2021-03-02 13:34:00.407,22,1.75,17.61,0.8,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:31:59.999,908e21fc-80cc-13ce-6fb3-4c28705f744d,
24856,4,0,41,2021-03-01 15:32:00.000,230002,,2021-03-01 15:33:08.391,2021-03-01 15:33:08.390,41,1.2222222,30.38,1.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:32:59.999,0596e2ee-3c31-aa8a-c238-4212221b5bb3,
10157,4,0,16,2021-03-02 17:47:00.000,,,2021-03-02 17:55:03.521,2021-03-02 17:55:03.521,16,1.1666666,11.85,0.57,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:48:00.000,af58002e-aff6-4264-898f-5322c968df5e,
30847,4,0,55,2021-03-02 10:15:00.000,,,2021-03-02 10:23:56.319,2021-03-02 10:23:56.319,57,1.4166666,43.7,2.02,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:16:00.000,b59d1a36-e8a8-41a2-aabf-9bba750ec5c4,
16125,4,1,33,2021-03-02 08:29:00.000,230002,,2021-03-02 08:31:05.280,2021-03-02 08:29:31.389,34,1.7023191,27.45,1.44,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 08:29:59.999,7d29684a-4983-0d75-88ad-cd67114446c4,
13717,4,0,23,2021-03-01 15:33:00.000,230002,,2021-03-01 15:34:00.345,2021-03-01 15:33:08.407,23,1.2085117,16.578,0.94,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:33:59.999,20ecc57b-9ffa-f228-733b-97ed8353f52d,
8520,4,0,12,2021-03-02 13:35:00.000,,,2021-03-02 13:36:25.285,2021-03-02 13:36:25.285,12,0.99999994,8.52,0.46,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 13:36:00.000,a357fb83-3ea4-4b03-925c-41a9679523da,
13193,4,0,19,2021-03-02 17:48:00.000,,,2021-03-02 17:55:03.736,2021-03-02 17:55:03.736,19,1.0277778,13.56,0.71,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:49:00.000,9b4d530a-75f9-4fcb-a549-1fc21ee9ce7a,
39592,4,0,73,2021-03-02 10:16:00.000,,,2021-03-02 10:23:56.381,2021-03-02 10:23:56.381,71,1.3611112,53.89,2.78,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:17:00.000,e89e6705-b6ea-49a6-83dc-b8847eddddcb,
16375,4,0,33,2021-03-02 08:31:00.000,230002,,2021-03-02 08:35:00.114,2021-03-02 08:35:00.113,33,1.1388888,18.65,0.94,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 08:31:59.999,4cc1b484-5fb9-f43a-ccad-74ee21f242fe,
10649,4,0,24,2021-03-01 15:44:00.000,230002,,2021-03-01 15:44:25.431,2021-03-01 15:44:25.431,24,1.8611112,19.82,0.86,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:44:59.999,56c69857-d816-e17e-a13f-5de81c260b37,
6144,4,0,10,2021-03-02 17:49:00.000,,,2021-03-02 17:55:03.885,2021-03-02 17:55:03.885,10,1.2222222,7.51,0.36,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 17:50:00.000,5d0482ee-38a7-4d78-9056-019fbe4466d4,
5738,4,0,8,2021-03-03 08:05:00.000,230002,,2021-03-03 08:07:58.323,2021-03-03 08:07:58.323,8,0.9444444,5.42,0.36,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:05:59.999,187ee7b7-9bed-4adf-b8c7-bf6003771b4f,
9426,4,0,25,2021-03-02 08:32:00.000,230002,,2021-03-02 08:35:00.126,2021-03-02 08:35:00.125,25,1.3611112,12.83,0.8,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 08:32:59.999,a607c47b-1056-454d-dad1-ef9ab331b2cf,
8659,4,0,17,2021-03-02 18:11:00.000,230002,,2021-03-02 18:15:00.201,2021-03-02 18:15:00.201,17,1.5277778,13.23,0.57,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:11:59.999,47111691-5409-80c1-7d5d-34fd28dc8aac,
4342,4,0,8,2021-03-02 13:36:00.000,,,2021-03-02 13:36:27.556,2021-03-02 13:36:26.306,8,1.4230161,6.1800003,0.29,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 13:37:00.000,9de3ca59-dac7-42a2-a7e4-77bb94bf0419,
10790,4,0,22,2021-03-03 08:10:00.000,230002,,2021-03-03 08:10:48.141,2021-03-03 08:10:40.317,22,1.5865462,17.12,0.98,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:10:59.999,fa7d49e5-a5f3-3c2f-723b-1ba7f0d8db28,
11898,4,0,18,2021-03-02 18:12:00.000,230002,,2021-03-02 18:15:00.214,2021-03-02 18:15:00.214,18,1.0833334,12.89,0.65,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:12:59.999,a4756957-e8b8-c5d2-879d-eb9952f4077b,
32206,4,0,48,2021-03-02 08:28:00.000,,,2021-03-02 08:35:13.272,2021-03-02 08:35:13.272,48,1.0833334,34.89,1.84,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:29:00.000,06783924-3714-404a-9bd3-d981450f72bf,
5177,4,0,10,2021-03-03 08:12:00.000,230002,,2021-03-03 08:13:29.375,2021-03-03 08:13:29.375,10,1.5277778,7.91,0.27,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:12:59.999,74ec277f-39f5-5c9c-b7e4-d02576bdb6f6,
15739,4,0,21,2021-03-02 13:38:00.000,,,2021-03-02 13:38:49.727,2021-03-02 13:38:46.267,21,0.94284004,14.84,0.8200001,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 13:39:00.000,78b7ea08-300b-433f-98cb-1a5002ca2ca0,
4700,4,0,9,2021-03-02 18:27:00.000,,,2021-03-02 18:28:11.112,2021-03-02 18:28:11.112,9,1.5,7.05,0.31,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 18:28:00.000,1dd3cfab-2de8-45ab-9ef9-e8829c38af12,
23483,4,0,38,2021-03-02 08:29:00.000,,,2021-03-02 08:35:13.409,2021-03-02 08:35:13.409,38,1.1944444,28.05,1.43,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:30:00.000,29799dbf-6d38-4ca6-aa94-ebff341b8b08,
5786,4,4,10,2021-03-03 08:23:00.000,230002,,2021-03-03 08:25:09.315,2021-03-03 08:25:09.315,14,2.2777777,13.18,0.79,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:23:59.999,2daf45fe-5c2d-9fee-9a83-d24b78e4a436,
13611,4,0,20,2021-03-02 18:27:00.000,230002,,2021-03-02 18:29:44.329,2021-03-02 18:27:33.352,20,1.0271064,13.98,0.75,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:27:59.999,de4429c5-09b8-2016-f850-caaa82559d53,
18202,4,0,14,2021-03-02 08:31:00.000,,,2021-03-02 08:35:13.527,2021-03-02 08:35:13.527,45,1.3333334,24.27,1.71,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:32:00.000,1f8d63c2-2440-4d06-840d-4ce6205ea3b6,
5839,4,0,11,2021-03-03 08:30:00.000,230002,,2021-03-03 08:31:55.470,2021-03-03 08:31:55.469,11,1.3888888,8.11,0.52,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:30:59.999,49765071-926d-21a0-10bc-ac7a7065e76f,
11912,4,12,17,2021-03-02 18:29:00.000,230002,,2021-03-02 18:29:44.339,2021-03-02 18:29:44.339,29,2.1388888,25.48,1.57,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:29:59.999,c2fc3bff-a944-5f5e-3fbf-b872f23c2c1a,
9865,4,0,13,2021-03-02 13:35:00.000,230002,,2021-03-02 13:37:02.333,2021-03-02 13:37:02.332,20,1.5833334,15.62,0.66,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:35:59.999,ec1e1fe6-ac71-a5b4-9152-fdb1dfa7e5ff,
14997,4,0,18,2021-03-02 08:32:00.000,,,2021-03-02 08:35:13.629,2021-03-02 08:35:13.629,32,1.2222222,18.33,1.22,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:33:00.000,0b2785a0-2ff5-4517-b280-deb80ed87c3c,
8864,4,0,15,2021-03-02 18:32:00.000,230002,,2021-03-02 18:35:00.112,2021-03-02 18:35:00.111,15,1.25,11.08,0.52,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:32:59.999,3cd4ab11-a268-00a1-9f9f-93027efe49b7,
5386,4,1,10,2021-03-03 08:31:00.000,230002,,2021-03-03 08:31:55.490,2021-03-03 08:31:55.490,11,1.5277778,8.23,0.59,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:31:59.999,fd731167-6ab0-d46d-b4b0-a4975e489d85,
12437,4,0,20,2021-03-01 15:45:00.000,230002,,2021-03-01 15:46:43.354,2021-03-01 15:46:43.354,20,1.1666666,14.51,0.78,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:45:59.999,d288de75-b8c6-91bc-b0a7-0165bb19076b,
7308,4,0,14,2021-03-01 15:46:00.000,230002,,2021-03-01 15:55:00.114,2021-03-01 15:55:00.114,14,1.4722222,10.76,0.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:46:59.999,4a74c9d8-d360-e66a-7f2e-bcf8fb51d25b,
12147,4,0,17,2021-03-02 18:33:00.000,230002,,2021-03-02 18:35:00.126,2021-03-02 18:35:00.126,17,0.9722222,11.81,0.6,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:33:59.999,571491c4-0fe1-792e-2f06-f9785d53e701,
4386,4,0,7,2021-03-02 08:34:00.000,,,2021-03-02 08:35:13.752,2021-03-02 08:35:13.752,7,1.1944444,5.24,0.25,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 08:35:00.000,310a3d84-ec07-4a6f-a48f-62742b03135d,
7063,4,2,18,2021-03-02 13:36:00.000,230002,,2021-03-02 13:37:02.348,2021-03-02 13:37:02.347,13,1.3888888,9.81,0.55,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:36:59.999,a83e0ba7-6168-e563-38fd-cdf34301fc4f,
6822,4,0,14,2021-03-03 08:32:00.000,230002,,2021-03-03 08:33:22.284,2021-03-03 08:33:22.283,14,1.7222222,11.75,0.56,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:32:59.999,7d0c26d6-2519-3ffd-c91d-ee149a624541,
14295,4,0,18,2021-03-02 18:34:00.000,230002,,2021-03-02 18:35:00.136,2021-03-02 18:35:00.135,18,0.8611111,12.31,0.69,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:34:59.999,77adac59-ba87-5202-619b-dff54bf4bd11,
4539,4,0,10,2021-03-01 15:51:00.000,230002,,2021-03-01 15:55:00.127,2021-03-01 15:55:00.125,10,2.5555556,11.6,0.39,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:51:59.999,bead7ca7-0ee1-ac70-52ba-49f42f02ef34,
38672,4,0,47,2021-03-02 10:17:00.000,,,2021-03-02 10:23:56.434,2021-03-02 10:23:56.434,50,0.9166666,35.45,1.93,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:18:00.000,c5f8f811-ed93-43a5-b489-9b75847243c0,
3979,4,1,7,2021-03-02 13:37:00.000,230002,,2021-03-02 13:37:36.257,2021-03-02 13:37:35.484,8,1.7532196,6.977,0.37,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:37:59.999,d86e8153-1059-c95a-178d-b28e8611cf59,
8178,4,0,14,2021-03-02 18:44:00.000,230002,,2021-03-02 18:48:36.327,2021-03-02 18:48:36.327,14,1.2777778,10.45,0.47,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:44:59.999,4e6d360b-fda5-1539-49ad-a2fa09c8b2a0,
12898,4,0,18,2021-03-03 08:34:00.000,230002,,2021-03-03 08:35:01.099,2021-03-03 08:35:01.099,18,0.9722222,12.54,0.61,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:34:59.999,5c212c5a-628f-69e1-ffb1-833e63d15a36,
7118,4,0,12,2021-03-01 15:53:00.000,230002,,2021-03-01 15:55:00.137,2021-03-01 15:55:00.137,12,1.2222222,8.7,0.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-01 15:53:59.999,54b6693d-fe9c-4c93-8b9e-9a97cb79123a,
43190,4,0,62,2021-03-02 10:18:00.000,,,2021-03-02 10:23:56.493,2021-03-02 10:23:56.493,59,1.0,43.19,2.33,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:19:00.000,7aa682ea-1e3d-4325-ac9e-d5cf545f9bd2,
19275,4,0,27,2021-03-02 18:46:00.000,230002,,2021-03-02 18:48:36.341,2021-03-02 18:48:36.341,27,0.9722222,18.74,0.96,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:46:59.999,4ba9d44e-a9ac-d4fa-7a78-0b0271a8824e,
8807,4,5,10,2021-03-02 13:39:00.000,230002,,2021-03-02 13:42:39.378,2021-03-02 13:42:39.378,15,1.1944444,10.52,0.8,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:39:59.999,a659ab79-fbdf-b8b8-8565-dc3fb83e7968,
7280,4,0,14,2021-03-03 08:36:00.000,230002,,2021-03-03 08:36:28.250,2021-03-03 08:36:28.249,14,1.5,10.92,0.49,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:36:59.999,93259495-6eab-8837-77ba-7fa7274e38d0,
49747,4,0,63,2021-03-02 10:19:00.000,,,2021-03-02 10:23:56.539,2021-03-02 10:23:56.539,63,0.8888889,44.22,2.48,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:20:00.000,b3e63217-9da7-436d-8478-2a0178200834,
22414,4,0,33,2021-03-02 18:47:00.000,230002,,2021-03-02 18:48:36.347,2021-03-02 18:48:36.347,33,1.0555556,23.66,1.22,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 18:47:59.999,8e9bb9ea-f172-70f3-0a0f-7fb5b868a39a,
4977,4,0,10,2021-03-02 13:40:00.000,230002,,2021-03-02 13:42:39.387,2021-03-02 13:42:39.387,10,1.6111112,8.02,0.29,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 13:40:59.999,070fee84-e8c3-0974-4a0a-83aa1c345837,
4891,4,0,10,2021-03-03 08:37:00.000,230002,,2021-03-03 08:39:04.310,2021-03-03 08:39:04.309,10,1.6111112,7.88,0.33,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-03 08:37:59.999,c0c83fb2-949d-6028-a1a9-0a67bbbd60b7,
8192,4,0,13,2021-03-02 19:12:00.000,230002,,2021-03-02 19:12:57.301,2021-03-02 19:12:57.300,13,1.1388888,9.33,0.48,UTC+0100,ltHsc2Rtmp,com.sec.android.app.shealth,2021-03-02 19:12:59.999,3a2e6d88-4636-2dd1-9965-2de246ad47d3,
38945,4,0,50,2021-03-02 10:20:00.000,,,2021-03-02 10:23:56.591,2021-03-02 10:23:56.591,50,0.9166667,35.7,1.94,UTC+0100,F5JW66Upzd,com.sec.android.app.shealth,2021-03-02 10:21:00.000,808a2554-07eb-45c3-a4b0-98a8345093fd,
