com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
7175,548cc96f-33bf-4f51-8fb6-352e04ecd7fb.binning_data.json,4268111,6000,38,2020-06-15 00:55:04.871,com.sec.android.app.shealth,2020-06-13 22:06:50.908,548cc96f-33bf-4f51-8fb6-352e04ecd7fb.source_info.json,1.231137,5254.63,266.52,7137,VfS0qUERdZ,com.sec.android.app.shealth,0,548cc96f-33bf-4f51-8fb6-352e04ecd7fb.achievement.json,548cc96f-33bf-4f51-8fb6-352e04ecd7fb,1592092800000,
10154,fcd12164-ef61-49d4-a8b9-7bd99630d193.binning_data.json,5953174,6000,78,2020-04-15 10:47:24.565,com.sec.android.app.shealth,2020-04-15 10:47:24.565,fcd12164-ef61-49d4-a8b9-7bd99630d193.source_info.json,1.261478,7509.799,369.2,10076,VfS0qUERdZ,com.sec.android.app.shealth,0,fcd12164-ef61-49d4-a8b9-7bd99630d193.achievement.json,fcd12164-ef61-49d4-a8b9-7bd99630d193,1585785600000,
7818,5eacce74-3cb6-4613-80a9-4f72ea2f2d92.binning_data.json,4379113,6000,192,2020-07-09 23:15:04.189,com.sec.android.app.shealth,2020-07-09 03:20:59.983,,6.2777777,5786.045,292.66,7626,ltHsc2Rtmp,com.sec.android.app.shealth,0,5eacce74-3cb6-4613-80a9-4f72ea2f2d92.achievement.json,5eacce74-3cb6-4613-80a9-4f72ea2f2d92,1594252800000,
6910,b0fec06a-aca2-4836-9976-96d4b0a10b44.binning_data.json,3918511,6000,74,2020-06-10 09:00:48.670,com.sec.android.app.shealth,2020-06-08 00:35:05.444,,3.6388888,5141.577,251.93,6836,ltHsc2Rtmp,com.sec.android.app.shealth,0,b0fec06a-aca2-4836-9976-96d4b0a10b44.achievement.json,b0fec06a-aca2-4836-9976-96d4b0a10b44,1591574400000,
9531,58d74713-1c44-4e1c-af70-4bddf1cef96f.binning_data.json,5757999,6000,0,2020-07-09 22:00:00.960,com.sec.android.app.shealth,2020-07-09 22:00:00.960,,1.7222223,6900.6,367.37,9531,F5JW66Upzd,com.sec.android.app.shealth,0,58d74713-1c44-4e1c-af70-4bddf1cef96f.achievement.json,58d74713-1c44-4e1c-af70-4bddf1cef96f,1594252800000,
6000,95afef37-3330-42f8-9126-f702b3918f88.binning_data.json,3340346,6000,186,2020-04-15 10:47:25.053,com.sec.android.app.shealth,2020-04-15 10:47:25.053,95afef37-3330-42f8-9126-f702b3918f88.source_info.json,1.3521237,4516.562,229.39,5814,VfS0qUERdZ,com.sec.android.app.shealth,0,95afef37-3330-42f8-9126-f702b3918f88.achievement.json,95afef37-3330-42f8-9126-f702b3918f88,1585353600000,
4946,4bf8792a-6520-432f-afaa-6ec39164b4d7.binning_data.json,2816234,6000,139,2020-04-15 10:47:24.597,com.sec.android.app.shealth,2020-04-15 10:47:24.597,4bf8792a-6520-432f-afaa-6ec39164b4d7.source_info.json,1.32435,3729.68,188.5,4807,VfS0qUERdZ,com.sec.android.app.shealth,0,4bf8792a-6520-432f-afaa-6ec39164b4d7.achievement.json,4bf8792a-6520-432f-afaa-6ec39164b4d7,1585872000000,
9100,1a276838-848a-4e7a-967a-7b225c9600ed.binning_data.json,5518128,6000,51,2020-07-12 03:32:36.497,com.sec.android.app.shealth,2020-07-11 03:24:33.815,,2.6666665,6678.814,329.27,9049,ltHsc2Rtmp,com.sec.android.app.shealth,0,1a276838-848a-4e7a-967a-7b225c9600ed.achievement.json,1a276838-848a-4e7a-967a-7b225c9600ed,1594425600000,
6121,bfe03886-adfb-4b57-bcad-fec455faa740.binning_data.json,3742645,6000,18,2020-06-16 19:55:21.330,com.sec.android.app.shealth,2020-06-16 03:15:52.801,bfe03886-adfb-4b57-bcad-fec455faa740.source_info.json,1.1984891,4485.519,243.83,6103,VfS0qUERdZ,com.sec.android.app.shealth,0,bfe03886-adfb-4b57-bcad-fec455faa740.achievement.json,bfe03886-adfb-4b57-bcad-fec455faa740,1592265600000,
7996,2fe8059c-e3cd-4943-8572-26af4f7e56ea.binning_data.json,5157439,6000,0,2020-07-11 22:00:00.902,com.sec.android.app.shealth,2020-07-11 22:00:00.902,,1.5375148,5793.89,312.38998,7996,F5JW66Upzd,com.sec.android.app.shealth,0,2fe8059c-e3cd-4943-8572-26af4f7e56ea.achievement.json,2fe8059c-e3cd-4943-8572-26af4f7e56ea,1594425600000,
9038,86cb96ed-f5cf-495d-937f-3d00cdc70d55.binning_data.json,5123100,6000,136,2020-06-10 09:00:48.607,com.sec.android.app.shealth,2020-06-10 09:00:48.607,,5.6111107,6758.501,332.07,8902,ltHsc2Rtmp,com.sec.android.app.shealth,0,86cb96ed-f5cf-495d-937f-3d00cdc70d55.achievement.json,86cb96ed-f5cf-495d-937f-3d00cdc70d55,1591660800000,
6996,70e17923-9bf7-4ff6-b2cd-2e8f96f83963.binning_data.json,3969742,6000,139,2020-07-13 23:15:03.555,com.sec.android.app.shealth,2020-07-13 08:11:34.419,,3.8611112,5223.807,263.86,6857,ltHsc2Rtmp,com.sec.android.app.shealth,0,70e17923-9bf7-4ff6-b2cd-2e8f96f83963.achievement.json,70e17923-9bf7-4ff6-b2cd-2e8f96f83963,1594598400000,
4998,50def252-a9d1-47a9-86c2-212426bcfb9a.binning_data.json,3139498,6000,12,2020-04-15 22:00:00.408,com.sec.android.app.shealth,2020-04-15 22:00:00.408,,1.6111112,3428.28,236.72,4986,F5JW66Upzd,com.sec.android.app.shealth,0,50def252-a9d1-47a9-86c2-212426bcfb9a.achievement.json,50def252-a9d1-47a9-86c2-212426bcfb9a,1586908800000,
3802,f9d65266-cd4d-4ac3-86ff-47edffa73f98.binning_data.json,2219451,6000,64,2020-04-15 10:47:25.078,com.sec.android.app.shealth,2020-04-15 10:47:25.078,f9d65266-cd4d-4ac3-86ff-47edffa73f98.source_info.json,1.2813662,2843.93,142.51,3738,VfS0qUERdZ,com.sec.android.app.shealth,0,f9d65266-cd4d-4ac3-86ff-47edffa73f98.achievement.json,f9d65266-cd4d-4ac3-86ff-47edffa73f98,1585267200000,
8634,e45b0bfc-2e0c-4b64-82ce-02e5d0f80e67.binning_data.json,4896611,6000,115,2020-06-12 21:48:42.358,com.sec.android.app.shealth,2020-06-12 00:53:02.124,,2.3055556,6354.338,315.31,8519,ltHsc2Rtmp,com.sec.android.app.shealth,0,e45b0bfc-2e0c-4b64-82ce-02e5d0f80e67.achievement.json,e45b0bfc-2e0c-4b64-82ce-02e5d0f80e67,1591920000000,
12596,6107a74a-a8ca-4b37-b8ce-50bfd380fbec.binning_data.json,7144264,6000,124,2020-07-16 05:55:05.839,com.sec.android.app.shealth,2020-07-15 03:27:46.656,,2.9166667,9245.997,457.66,12472,ltHsc2Rtmp,com.sec.android.app.shealth,0,6107a74a-a8ca-4b37-b8ce-50bfd380fbec.achievement.json,6107a74a-a8ca-4b37-b8ce-50bfd380fbec,1594771200000,
11023,71ae8d8f-4c88-46df-a236-c8abaad4f680.binning_data.json,6477447,6000,0,2020-04-17 22:00:00.536,com.sec.android.app.shealth,2020-04-17 22:00:00.536,,1.6111112,8170.18,436.49,11023,F5JW66Upzd,com.sec.android.app.shealth,7506,71ae8d8f-4c88-46df-a236-c8abaad4f680.achievement.json,71ae8d8f-4c88-46df-a236-c8abaad4f680,1587081600000,
6187,84f5e0bd-af0d-4627-98bf-fa29c7317325.binning_data.json,3976179,6000,0,2020-07-13 22:00:01.081,com.sec.android.app.shealth,2020-07-13 22:00:01.081,,1.8055556,4483.3,238.31,6187,F5JW66Upzd,com.sec.android.app.shealth,0,84f5e0bd-af0d-4627-98bf-fa29c7317325.achievement.json,84f5e0bd-af0d-4627-98bf-fa29c7317325,1594598400000,
7747,834cb39e-de67-471f-be23-ac7b48d9d0b1.binning_data.json,4675462,6000,55,2020-06-18 22:35:03.258,com.sec.android.app.shealth,2020-06-18 03:16:42.046,834cb39e-de67-471f-be23-ac7b48d9d0b1.source_info.json,1.2061591,5639.351,303.07,7692,VfS0qUERdZ,com.sec.android.app.shealth,0,834cb39e-de67-471f-be23-ac7b48d9d0b1.achievement.json,834cb39e-de67-471f-be23-ac7b48d9d0b1,1592438400000,
6407,a65485bb-a329-4971-94ce-ae9d857d9145.binning_data.json,3672807,6000,38,2020-06-15 00:55:07.379,com.sec.android.app.shealth,2020-06-14 04:56:34.192,,3.4256449,4704.63,232.22,6369,ltHsc2Rtmp,com.sec.android.app.shealth,0,a65485bb-a329-4971-94ce-ae9d857d9145.achievement.json,a65485bb-a329-4971-94ce-ae9d857d9145,1592092800000,
8496,630d2e56-cf04-417f-9b37-cea819d6f20d.binning_data.json,4888998,6000,84,2020-07-18 03:38:51.597,com.sec.android.app.shealth,2020-07-17 02:35:18.527,,2.7222223,6213.99,310.64,8412,ltHsc2Rtmp,com.sec.android.app.shealth,0,630d2e56-cf04-417f-9b37-cea819d6f20d.achievement.json,630d2e56-cf04-417f-9b37-cea819d6f20d,1594944000000,
14004,d893a390-4358-40f2-8e5e-4b45e4cad2c9.binning_data.json,8196808,6000,1,2020-04-19 22:00:00.625,com.sec.android.app.shealth,2020-04-19 22:00:00.625,,1.8212973,10434.41,556.74,14003,F5JW66Upzd,com.sec.android.app.shealth,11686,d893a390-4358-40f2-8e5e-4b45e4cad2c9.achievement.json,d893a390-4358-40f2-8e5e-4b45e4cad2c9,1587254400000,
5816,07987296-4017-4d9b-a2f7-f3a82b70169b.binning_data.json,3669215,6000,1,2020-07-15 22:00:00.980,com.sec.android.app.shealth,2020-07-15 22:00:00.980,,1.7963064,4198.15,226.0,5815,F5JW66Upzd,com.sec.android.app.shealth,0,07987296-4017-4d9b-a2f7-f3a82b70169b.achievement.json,07987296-4017-4d9b-a2f7-f3a82b70169b,1594771200000,
438,4efed959-071b-414d-b8f9-ef62dcb39b3a.binning_data.json,241654,6000,18,2020-06-16 03:15:54.334,com.sec.android.app.shealth,2020-06-16 03:15:54.334,,2.4468062,318.439,16.36,420,ltHsc2Rtmp,com.sec.android.app.shealth,0,4efed959-071b-414d-b8f9-ef62dcb39b3a.achievement.json,4efed959-071b-414d-b8f9-ef62dcb39b3a,1592265600000,
11737,13eba4a6-3501-4348-a121-097ca2136bf4.binning_data.json,6782468,6000,101,2020-04-16 22:55:02.756,com.sec.android.app.shealth,2020-04-16 06:12:29.092,13eba4a6-3501-4348-a121-097ca2136bf4.source_info.json,1.2888423,8741.533,458.301,11636,VfS0qUERdZ,com.sec.android.app.shealth,0,13eba4a6-3501-4348-a121-097ca2136bf4.achievement.json,13eba4a6-3501-4348-a121-097ca2136bf4,1586995200000,
9290,1862f7ff-12dd-4a94-afdd-5f5155669126.binning_data.json,5374669,6000,0,2020-04-21 22:00:00.693,com.sec.android.app.shealth,2020-04-21 22:00:00.693,,1.5,6915.48,354.22,9290,F5JW66Upzd,com.sec.android.app.shealth,5735,1862f7ff-12dd-4a94-afdd-5f5155669126.achievement.json,1862f7ff-12dd-4a94-afdd-5f5155669126,1587427200000,
5092,bd98a1a2-8e17-4644-a6bb-40e950666d90.binning_data.json,3234296,6000,4,2020-07-17 22:00:00.727,com.sec.android.app.shealth,2020-07-17 22:00:00.727,,1.5833335,3684.33,200.15,5088,F5JW66Upzd,com.sec.android.app.shealth,0,bd98a1a2-8e17-4644-a6bb-40e950666d90.achievement.json,bd98a1a2-8e17-4644-a6bb-40e950666d90,1594944000000,
9512,d7691758-585b-4090-a749-d4f21109eeed.binning_data.json,5564434,6000,62,2020-07-20 03:26:51.718,com.sec.android.app.shealth,2020-07-19 03:34:35.725,,5.083334,7028.893,344.89,9450,ltHsc2Rtmp,com.sec.android.app.shealth,0,d7691758-585b-4090-a749-d4f21109eeed.achievement.json,d7691758-585b-4090-a749-d4f21109eeed,1595116800000,
10940,2d3a920d-b22e-4108-a6a1-5b0443a6965d.binning_data.json,6635830,6000,97,2020-06-21 03:24:50.698,com.sec.android.app.shealth,2020-06-20 03:19:27.495,2d3a920d-b22e-4108-a6a1-5b0443a6965d.source_info.json,1.2128551,8048.3,417.77,10843,VfS0qUERdZ,com.sec.android.app.shealth,0,2d3a920d-b22e-4108-a6a1-5b0443a6965d.achievement.json,2d3a920d-b22e-4108-a6a1-5b0443a6965d,1592611200000,
5770,fd6f85c4-9010-4c15-8428-6e34e52a37fa.binning_data.json,3539464,6000,0,2020-04-23 22:00:00.563,com.sec.android.app.shealth,2020-04-23 22:00:00.563,,1.75,4214.21,220.66,5770,F5JW66Upzd,com.sec.android.app.shealth,0,fd6f85c4-9010-4c15-8428-6e34e52a37fa.achievement.json,fd6f85c4-9010-4c15-8428-6e34e52a37fa,1587600000000,
4455,87e27ba5-eacf-48e2-9dd0-c67cf8b98be0.binning_data.json,2535313,6000,62,2020-06-18 22:35:05.701,com.sec.android.app.shealth,2020-06-18 03:16:43.422,,6.9444447,3300.112,166.1,4393,ltHsc2Rtmp,com.sec.android.app.shealth,0,87e27ba5-eacf-48e2-9dd0-c67cf8b98be0.achievement.json,87e27ba5-eacf-48e2-9dd0-c67cf8b98be0,1592438400000,
9664,878a1440-65ac-4189-87e7-099caeddb519.binning_data.json,6023458,6000,5,2020-07-19 22:00:01.111,com.sec.android.app.shealth,2020-07-19 22:00:01.111,,1.7990167,7067.64,378.42,9659,F5JW66Upzd,com.sec.android.app.shealth,2093,878a1440-65ac-4189-87e7-099caeddb519.achievement.json,878a1440-65ac-4189-87e7-099caeddb519,1595116800000,
13284,ef356acf-55da-4910-ad62-c50fc2692cb8.binning_data.json,7720958,6000,110,2020-07-22 03:38:12.329,com.sec.android.app.shealth,2020-07-21 08:50:52.284,,3.231005,9765.87,481.91,13174,ltHsc2Rtmp,com.sec.android.app.shealth,0,ef356acf-55da-4910-ad62-c50fc2692cb8.achievement.json,ef356acf-55da-4910-ad62-c50fc2692cb8,1595289600000,
4375,7f31e275-8136-4655-b22b-ea3147df4e68.binning_data.json,2601668,6000,53,2020-04-18 23:15:04.548,com.sec.android.app.shealth,2020-04-18 03:36:49.499,7f31e275-8136-4655-b22b-ea3147df4e68.source_info.json,1.2407757,3228.087,166.309,4322,VfS0qUERdZ,com.sec.android.app.shealth,0,7f31e275-8136-4655-b22b-ea3147df4e68.achievement.json,7f31e275-8136-4655-b22b-ea3147df4e68,1587168000000,
7519,b7e3e3e6-1913-42a9-a239-04209d42e394.binning_data.json,4545317,6000,103,2020-06-23 03:19:10.690,com.sec.android.app.shealth,2020-06-22 05:46:53.651,b7e3e3e6-1913-42a9-a239-04209d42e394.source_info.json,1.2185696,5538.785,291.16,7416,VfS0qUERdZ,com.sec.android.app.shealth,0,b7e3e3e6-1913-42a9-a239-04209d42e394.achievement.json,b7e3e3e6-1913-42a9-a239-04209d42e394,1592784000000,
6411,adb1f8be-996a-4cc1-b60d-e2b04ad02fe0.binning_data.json,4169594,6000,0,2020-04-25 22:00:00.715,com.sec.android.app.shealth,2020-04-25 22:00:00.715,,1.6111112,4685.8,251.60999,6411,F5JW66Upzd,com.sec.android.app.shealth,0,adb1f8be-996a-4cc1-b60d-e2b04ad02fe0.achievement.json,adb1f8be-996a-4cc1-b60d-e2b04ad02fe0,1587772800000,
14109,9d8e2603-b9ef-4010-a604-67a221115e00.binning_data.json,9028554,6000,0,2020-07-21 22:00:02.071,com.sec.android.app.shealth,2020-07-21 22:00:02.071,,2.0000002,10211.4795,561.31,14109,F5JW66Upzd,com.sec.android.app.shealth,2074,9d8e2603-b9ef-4010-a604-67a221115e00.achievement.json,9d8e2603-b9ef-4010-a604-67a221115e00,1595289600000,
7131,ca2a63da-0116-406c-bc70-352bab5b690a.binning_data.json,3999142,6000,53,2020-07-23 23:35:06.833,com.sec.android.app.shealth,2020-07-23 03:43:05.703,,2.8595488,5235.345,259.64,7078,ltHsc2Rtmp,com.sec.android.app.shealth,0,ca2a63da-0116-406c-bc70-352bab5b690a.achievement.json,ca2a63da-0116-406c-bc70-352bab5b690a,1595462400000,
8269,a369542b-80a4-4ea5-b89d-aa1818cddf96.binning_data.json,4726289,6000,103,2020-06-21 03:24:52.226,com.sec.android.app.shealth,2020-06-20 03:19:28.356,,3.1111114,6159.469,301.91,8166,ltHsc2Rtmp,com.sec.android.app.shealth,0,a369542b-80a4-4ea5-b89d-aa1818cddf96.achievement.json,a369542b-80a4-4ea5-b89d-aa1818cddf96,1592611200000,
8369,2c9aa446-a18f-4e88-b0b5-b2b2397ba3c9.binning_data.json,4909314,6000,39,2020-06-25 03:16:21.997,com.sec.android.app.shealth,2020-06-24 07:07:25.243,2c9aa446-a18f-4e88-b0b5-b2b2397ba3c9.source_info.json,1.2427279,6100.942,324.05,8330,VfS0qUERdZ,com.sec.android.app.shealth,0,2c9aa446-a18f-4e88-b0b5-b2b2397ba3c9.achievement.json,2c9aa446-a18f-4e88-b0b5-b2b2397ba3c9,1592956800000,
5618,e1c0f7b5-6eca-4a01-962a-62f96aa94d36.binning_data.json,3492248,6000,0,2020-07-23 22:00:02.108,com.sec.android.app.shealth,2020-07-23 22:00:02.108,,1.5600508,4043.31,225.89,5618,F5JW66Upzd,com.sec.android.app.shealth,0,e1c0f7b5-6eca-4a01-962a-62f96aa94d36.achievement.json,e1c0f7b5-6eca-4a01-962a-62f96aa94d36,1595462400000,
2908,92c1c237-8511-4f74-b2bf-4884b80df774.binning_data.json,1880143,6000,0,2020-04-27 22:00:00.567,com.sec.android.app.shealth,2020-04-27 22:00:00.567,,1.724862,2114.02,112.95,2908,F5JW66Upzd,com.sec.android.app.shealth,0,92c1c237-8511-4f74-b2bf-4884b80df774.achievement.json,92c1c237-8511-4f74-b2bf-4884b80df774,1587945600000,
5359,52cb08a6-836e-4efc-8c70-6b17952db99b.binning_data.json,3122799,6000,104,2020-06-23 03:19:11.650,com.sec.android.app.shealth,2020-06-22 08:51:48.231,,3.9444444,3982.035,200.74,5255,ltHsc2Rtmp,com.sec.android.app.shealth,0,52cb08a6-836e-4efc-8c70-6b17952db99b.achievement.json,52cb08a6-836e-4efc-8c70-6b17952db99b,1592784000000,
7870,ab026f33-ef49-44c5-ad55-715df67c7fba.binning_data.json,4522454,6000,45,2020-04-20 22:55:02.777,com.sec.android.app.shealth,2020-04-20 03:32:22.547,ab026f33-ef49-44c5-ad55-715df67c7fba.source_info.json,1.2989844,5874.598,283.32,7825,VfS0qUERdZ,com.sec.android.app.shealth,0,ab026f33-ef49-44c5-ad55-715df67c7fba.achievement.json,ab026f33-ef49-44c5-ad55-715df67c7fba,1587340800000,
6636,4653fc7c-f333-42ce-a9a5-d2533885b511.binning_data.json,3890352,6000,97,2020-07-26 03:43:15.010,com.sec.android.app.shealth,2020-07-25 10:46:38.761,,3.137415,4883.78,244.14,6539,ltHsc2Rtmp,com.sec.android.app.shealth,0,4653fc7c-f333-42ce-a9a5-d2533885b511.achievement.json,4653fc7c-f333-42ce-a9a5-d2533885b511,1595635200000,
6400,e93b73ca-cfe2-4721-99d8-ef2a165d565a.binning_data.json,3930755,6000,2,2020-04-29 22:00:00.693,com.sec.android.app.shealth,2020-04-29 22:00:00.693,,4.4722223,4752.97,252.15,6398,F5JW66Upzd,com.sec.android.app.shealth,3386,e93b73ca-cfe2-4721-99d8-ef2a165d565a.achievement.json,e93b73ca-cfe2-4721-99d8-ef2a165d565a,1588118400000,
10509,c8e5ed92-2760-4f80-b68b-e4f1c361f4a6.binning_data.json,6524567,6000,7,2020-07-25 22:00:01.287,com.sec.android.app.shealth,2020-07-25 22:00:01.287,,1.6944444,7614.28,413.1,10502,F5JW66Upzd,com.sec.android.app.shealth,0,c8e5ed92-2760-4f80-b68b-e4f1c361f4a6.achievement.json,c8e5ed92-2760-4f80-b68b-e4f1c361f4a6,1595635200000,
4569,2e8d57cc-cb02-47aa-901b-c67a2f96a986.binning_data.json,2556122,6000,39,2020-06-25 03:16:23.291,com.sec.android.app.shealth,2020-06-24 11:55:05.361,,2.4722226,3324.476,166.05,4530,ltHsc2Rtmp,com.sec.android.app.shealth,0,2e8d57cc-cb02-47aa-901b-c67a2f96a986.achievement.json,2e8d57cc-cb02-47aa-901b-c67a2f96a986,1592956800000,
10981,1cc057f9-6f0e-43d6-b23b-538c548199a3.binning_data.json,6221213,6000,120,2020-06-27 03:15:52.710,com.sec.android.app.shealth,2020-06-26 02:13:02.405,1cc057f9-6f0e-43d6-b23b-538c548199a3.source_info.json,1.3018925,8099.352,407.788,10861,VfS0qUERdZ,com.sec.android.app.shealth,0,1cc057f9-6f0e-43d6-b23b-538c548199a3.achievement.json,1cc057f9-6f0e-43d6-b23b-538c548199a3,1593129600000,
7821,e9098cea-5dcb-4194-9f98-6168b28247da.binning_data.json,4986466,6000,0,2020-07-27 22:00:00.902,com.sec.android.app.shealth,2020-07-27 22:00:00.902,,1.8137925,5600.77,312.87,7821,F5JW66Upzd,com.sec.android.app.shealth,0,e9098cea-5dcb-4194-9f98-6168b28247da.achievement.json,e9098cea-5dcb-4194-9f98-6168b28247da,1595808000000,
6742,0d03354a-6160-42d7-afc6-f94ad39cdff9.binning_data.json,3718921,6000,167,2020-07-28 07:37:39.725,com.sec.android.app.shealth,2020-07-27 03:45:05.925,,3.8611112,4989.65,250.63,6575,ltHsc2Rtmp,com.sec.android.app.shealth,0,0d03354a-6160-42d7-afc6-f94ad39cdff9.achievement.json,0d03354a-6160-42d7-afc6-f94ad39cdff9,1595808000000,
10529,0544d28b-1557-4960-b83d-6787629b740a.binning_data.json,6098263,6000,247,2020-04-22 22:35:04.533,com.sec.android.app.shealth,2020-04-22 03:13:34.894,0544d28b-1557-4960-b83d-6787629b740a.source_info.json,1.2910582,7873.213,401.769,10282,VfS0qUERdZ,com.sec.android.app.shealth,0,0544d28b-1557-4960-b83d-6787629b740a.achievement.json,0544d28b-1557-4960-b83d-6787629b740a,1587513600000,
2422,d38322e7-a523-4ba3-bc5a-635354942fb5.binning_data.json,1608059,6000,0,2020-05-01 22:00:00.739,com.sec.android.app.shealth,2020-05-01 22:00:00.739,,2.151881,1735.4401,97.42,2422,F5JW66Upzd,com.sec.android.app.shealth,0,d38322e7-a523-4ba3-bc5a-635354942fb5.achievement.json,d38322e7-a523-4ba3-bc5a-635354942fb5,1588291200000,
8978,ce938782-e642-42e8-9911-4e76e611e7ab.binning_data.json,5431205,6000,0,2020-07-29 22:00:01.282,com.sec.android.app.shealth,2020-07-29 22:00:01.282,,1.6111112,6520.1,353.12997,8978,F5JW66Upzd,com.sec.android.app.shealth,0,ce938782-e642-42e8-9911-4e76e611e7ab.achievement.json,ce938782-e642-42e8-9911-4e76e611e7ab,1595980800000,
5405,82dd6cd5-bc33-4427-bb39-3da22c6ea73f.binning_data.json,3274441,6000,24,2020-06-28 22:55:02.456,com.sec.android.app.shealth,2020-06-28 09:32:30.966,82dd6cd5-bc33-4427-bb39-3da22c6ea73f.source_info.json,1.2086458,3957.64,205.67,5381,VfS0qUERdZ,com.sec.android.app.shealth,0,82dd6cd5-bc33-4427-bb39-3da22c6ea73f.achievement.json,82dd6cd5-bc33-4427-bb39-3da22c6ea73f,1593302400000,
10255,dbb0a79b-6a9d-4e20-beba-a61aa758a889.binning_data.json,5701377,6000,120,2020-06-27 03:15:54.430,com.sec.android.app.shealth,2020-06-26 03:21:56.300,,2.138889,7586.734,369.268,10135,ltHsc2Rtmp,com.sec.android.app.shealth,0,dbb0a79b-6a9d-4e20-beba-a61aa758a889.achievement.json,dbb0a79b-6a9d-4e20-beba-a61aa758a889,1593129600000,
10289,6793435c-7856-4f66-b649-1036f146df8c.binning_data.json,5992840,6000,0,2020-05-03 22:00:00.403,com.sec.android.app.shealth,2020-05-03 22:00:00.403,,1.4444444,7625.33,409.75,10289,F5JW66Upzd,com.sec.android.app.shealth,8358,6793435c-7856-4f66-b649-1036f146df8c.achievement.json,6793435c-7856-4f66-b649-1036f146df8c,1588464000000,
1367,d50d10f1-9858-41ac-ba00-328db5e8490d.binning_data.json,760062,6000,67,2020-07-30 02:55:00.409,com.sec.android.app.shealth,2020-07-29 03:44:39.628,,4.6666665,1059.855,53.91,1300,ltHsc2Rtmp,com.sec.android.app.shealth,0,d50d10f1-9858-41ac-ba00-328db5e8490d.achievement.json,d50d10f1-9858-41ac-ba00-328db5e8490d,1595980800000,
6852,102e5005-4b5d-45d7-893b-3d6759624b5e.binning_data.json,4193007,6000,62,2020-04-24 20:59:38.910,com.sec.android.app.shealth,2020-04-24 03:09:20.183,102e5005-4b5d-45d7-893b-3d6759624b5e.source_info.json,1.2068475,5060.32,266.10098,6790,VfS0qUERdZ,com.sec.android.app.shealth,0,102e5005-4b5d-45d7-893b-3d6759624b5e.achievement.json,102e5005-4b5d-45d7-893b-3d6759624b5e,1587686400000,
7993,ba449c07-ed4c-496e-af1c-96b50bc0e290.binning_data.json,5033807,6000,1,2020-07-31 22:00:02.257,com.sec.android.app.shealth,2020-07-31 22:00:02.257,,1.4166666,5773.29,315.52,7992,F5JW66Upzd,com.sec.android.app.shealth,0,ba449c07-ed4c-496e-af1c-96b50bc0e290.achievement.json,ba449c07-ed4c-496e-af1c-96b50bc0e290,1596153600000,
4314,c7ab3699-d147-4ff9-9bc8-f737f8a196f3.binning_data.json,2500668,6000,70,2020-06-28 22:55:05.225,com.sec.android.app.shealth,2020-06-28 12:35:05.652,,3.3055556,3202.94,157.91,4244,ltHsc2Rtmp,com.sec.android.app.shealth,0,c7ab3699-d147-4ff9-9bc8-f737f8a196f3.achievement.json,c7ab3699-d147-4ff9-9bc8-f737f8a196f3,1593302400000,
12581,a4f0d320-7377-4c00-9cc8-3c93889b8f4b.binning_data.json,7389992,6000,1,2020-08-02 22:00:00.947,com.sec.android.app.shealth,2020-08-02 22:00:00.947,,2.0277777,9306.39,500.96,12580,F5JW66Upzd,com.sec.android.app.shealth,7894,a4f0d320-7377-4c00-9cc8-3c93889b8f4b.achievement.json,a4f0d320-7377-4c00-9cc8-3c93889b8f4b,1596326400000,
2426,9b417f67-c6c5-46ef-8c42-b6b6b660ad4e.binning_data.json,1530235,6000,0,2020-05-05 22:00:01.534,com.sec.android.app.shealth,2020-05-05 22:00:01.534,,1.5833335,1747.52,91.81,2426,F5JW66Upzd,com.sec.android.app.shealth,0,9b417f67-c6c5-46ef-8c42-b6b6b660ad4e.achievement.json,9b417f67-c6c5-46ef-8c42-b6b6b660ad4e,1588636800000,
9477,e574fc48-7d1d-4399-9fee-085c81a44c64.binning_data.json,5579316,6000,161,2020-07-31 22:55:07.642,com.sec.android.app.shealth,2020-07-31 05:15:08.471,,4.1944447,6983.177,351.65,9316,ltHsc2Rtmp,com.sec.android.app.shealth,0,e574fc48-7d1d-4399-9fee-085c81a44c64.achievement.json,e574fc48-7d1d-4399-9fee-085c81a44c64,1596153600000,
16299,9207f6cf-b420-41d9-9003-c12b7e9d642a.binning_data.json,9487869,6000,140,2020-06-30 21:51:06.244,com.sec.android.app.shealth,2020-06-30 02:16:25.613,9207f6cf-b420-41d9-9003-c12b7e9d642a.source_info.json,1.2714741,12063.58,629.7,16159,VfS0qUERdZ,com.sec.android.app.shealth,0,9207f6cf-b420-41d9-9003-c12b7e9d642a.achievement.json,9207f6cf-b420-41d9-9003-c12b7e9d642a,1593475200000,
3507,5debade1-452e-42b7-b5d7-829c632b6580.binning_data.json,2181486,6000,0,2020-08-04 22:00:00.842,com.sec.android.app.shealth,2020-08-04 22:00:00.842,,1.8055556,2563.14,136.92,3507,F5JW66Upzd,com.sec.android.app.shealth,0,5debade1-452e-42b7-b5d7-829c632b6580.achievement.json,5debade1-452e-42b7-b5d7-829c632b6580,1596499200000,
