com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
3051,95487d6c-d73f-4f4d-9139-5104d8d3aa8d.binning_data.json,2042718,6000,0,2020-11-03 23:00:01.563,com.sec.android.app.shealth,2020-11-03 23:00:01.563,,1.0866841,2219.79,118.729996,3051,F5JW66Upzd,com.sec.android.app.shealth,0,95487d6c-d73f-4f4d-9139-5104d8d3aa8d.achievement.json,95487d6c-d73f-4f4d-9139-5104d8d3aa8d,1604361600000,
11247,6dc280da-a943-45c4-b0b1-cf86df473172.binning_data.json,6906956,6000,95,2020-08-26 05:10:42.472,com.sec.android.app.shealth,2020-08-25 04:54:25.573,6dc280da-a943-45c4-b0b1-cf86df473172.source_info.json,1.2011116,8296.025,430.99,11152,VfS0qUERdZ,com.sec.android.app.shealth,0,6dc280da-a943-45c4-b0b1-cf86df473172.achievement.json,6dc280da-a943-45c4-b0b1-cf86df473172,1598313600000,
13155,5e03c0db-39f9-4217-8652-6191510e767e.binning_data.json,7810326,6000,60,2020-06-24 00:55:04.031,com.sec.android.app.shealth,2020-06-23 03:19:10.288,5e03c0db-39f9-4217-8652-6191510e767e.source_info.json,1.2358627,9652.491,503.899,13095,VfS0qUERdZ,com.sec.android.app.shealth,0,5e03c0db-39f9-4217-8652-6191510e767e.achievement.json,5e03c0db-39f9-4217-8652-6191510e767e,1592870400000,
2932,49b92792-d6b5-4b90-804e-ddc1f77a695b.binning_data.json,1902688,6000,0,2020-10-25 23:00:17.387,com.sec.android.app.shealth,2020-10-20 07:15:18.191,49b92792-d6b5-4b90-804e-ddc1f77a695b.source_info.json,1.1133138,2118.29,112.34,2932,VfS0qUERdZ,com.sec.android.app.shealth,0,49b92792-d6b5-4b90-804e-ddc1f77a695b.achievement.json,49b92792-d6b5-4b90-804e-ddc1f77a695b,1603152000000,
5662,162cbfe4-1b89-40b1-9558-ffbe5900a6a5.binning_data.json,3372715,6000,3,2020-09-23 22:00:01.650,com.sec.android.app.shealth,2020-09-23 22:00:01.650,,1.2290038,4145.08,216.17,5659,F5JW66Upzd,com.sec.android.app.shealth,0,162cbfe4-1b89-40b1-9558-ffbe5900a6a5.achievement.json,162cbfe4-1b89-40b1-9558-ffbe5900a6a5,1600819200000,
19,2ba946bc-56b6-4471-8eac-3be54bc8bb52.binning_data.json,11894,6000,0,2020-11-09 23:00:02.125,com.sec.android.app.shealth,2020-11-09 23:00:02.125,,1.1525959,13.71,0.71000004,19,F5JW66Upzd,com.sec.android.app.shealth,0,2ba946bc-56b6-4471-8eac-3be54bc8bb52.achievement.json,2ba946bc-56b6-4471-8eac-3be54bc8bb52,1604880000000,
7037,16749229-0dc1-4b2d-bf1b-96d60d6c23af.binning_data.json,4288051,6000,7,2020-07-26 22:00:00.966,com.sec.android.app.shealth,2020-07-26 22:00:00.966,,1.7777778,5106.84,273.77,7030,F5JW66Upzd,com.sec.android.app.shealth,0,16749229-0dc1-4b2d-bf1b-96d60d6c23af.achievement.json,16749229-0dc1-4b2d-bf1b-96d60d6c23af,1595721600000,
10497,b19f69f6-7b60-4678-b73c-b7a7306aa550.binning_data.json,6352591,6000,108,2020-08-27 22:35:02.677,com.sec.android.app.shealth,2020-08-27 04:21:21.821,b19f69f6-7b60-4678-b73c-b7a7306aa550.source_info.json,1.2056037,7658.708,404.62,10389,VfS0qUERdZ,com.sec.android.app.shealth,0,b19f69f6-7b60-4678-b73c-b7a7306aa550.achievement.json,b19f69f6-7b60-4678-b73c-b7a7306aa550,1598486400000,
3892,ae84e0c3-e342-4466-9183-49cbebea88bc.binning_data.json,2431298,6000,0,2020-09-25 22:00:02.106,com.sec.android.app.shealth,2020-09-25 22:00:02.106,,1.139017,2769.29,152.55,3892,F5JW66Upzd,com.sec.android.app.shealth,0,ae84e0c3-e342-4466-9183-49cbebea88bc.achievement.json,ae84e0c3-e342-4466-9183-49cbebea88bc,1600992000000,
6961,9f265fb5-b979-42b1-9752-33b53ee8ab30.binning_data.json,4643862,6000,0,2020-07-28 22:00:01.099,com.sec.android.app.shealth,2020-07-28 22:00:01.099,,1.6388887,5018.73,270.63,6961,F5JW66Upzd,com.sec.android.app.shealth,0,9f265fb5-b979-42b1-9752-33b53ee8ab30.achievement.json,9f265fb5-b979-42b1-9752-33b53ee8ab30,1595894400000,
10641,4b55c6b7-b50f-482d-9052-be45bd3ca760.binning_data.json,6244004,6000,205,2020-06-25 22:55:03.762,com.sec.android.app.shealth,2020-06-25 03:16:21.671,4b55c6b7-b50f-482d-9052-be45bd3ca760.source_info.json,1.2656906,7902.977,418.49,10436,VfS0qUERdZ,com.sec.android.app.shealth,0,4b55c6b7-b50f-482d-9052-be45bd3ca760.achievement.json,4b55c6b7-b50f-482d-9052-be45bd3ca760,1593043200000,
6543,f5030c9d-fc8e-42e0-8a4b-de15159b9579.binning_data.json,4116197,6000,0,2020-10-28 23:01:23.431,com.sec.android.app.shealth,2020-10-23 06:12:16.817,f5030c9d-fc8e-42e0-8a4b-de15159b9579.source_info.json,1.1603137,4776.08,252.59,6543,VfS0qUERdZ,com.sec.android.app.shealth,0,f5030c9d-fc8e-42e0-8a4b-de15159b9579.achievement.json,f5030c9d-fc8e-42e0-8a4b-de15159b9579,1603411200000,
626,36f0e8fd-76ae-46a0-8b17-29c0342f1a63.binning_data.json,329206,6000,43,2020-11-12 20:44:15.041,com.sec.android.app.shealth,2020-11-12 03:10:48.691,36f0e8fd-76ae-46a0-8b17-29c0342f1a63.source_info.json,1.4915243,491.02,26.06,583,VfS0qUERdZ,com.sec.android.app.shealth,0,36f0e8fd-76ae-46a0-8b17-29c0342f1a63.achievement.json,36f0e8fd-76ae-46a0-8b17-29c0342f1a63,1605139200000,
2695,99bc7e85-76f8-4ee1-af0f-e2e789de2a8b.binning_data.json,1656721,6000,0,2020-09-27 22:00:01.347,com.sec.android.app.shealth,2020-09-27 22:00:01.347,,1.1656694,1931.1901,104.24,2695,F5JW66Upzd,com.sec.android.app.shealth,0,99bc7e85-76f8-4ee1-af0f-e2e789de2a8b.achievement.json,99bc7e85-76f8-4ee1-af0f-e2e789de2a8b,1601164800000,
6763,cdfb9ec6-b32f-4cd8-a31f-03f31b085b49.binning_data.json,4165045,6000,8,2020-07-30 22:00:02.004,com.sec.android.app.shealth,2020-07-30 22:00:02.004,,4.8611107,4865.6396,269.84,6755,F5JW66Upzd,com.sec.android.app.shealth,0,cdfb9ec6-b32f-4cd8-a31f-03f31b085b49.achievement.json,cdfb9ec6-b32f-4cd8-a31f-03f31b085b49,1596067200000,
3983,90d36d80-7efb-4ad8-9b91-a18850c6cff6.binning_data.json,2352420,6000,15,2020-11-14 23:00:01.319,com.sec.android.app.shealth,2020-11-14 23:00:01.319,,1.2451557,2929.1301,155.64,3968,F5JW66Upzd,com.sec.android.app.shealth,0,90d36d80-7efb-4ad8-9b91-a18850c6cff6.achievement.json,90d36d80-7efb-4ad8-9b91-a18850c6cff6,1605312000000,
4761,263beb2c-a97c-4e8a-962f-5f11fb33e153.binning_data.json,3075923,6000,1,2020-09-29 22:00:01.521,com.sec.android.app.shealth,2020-09-29 22:00:01.521,,1.1127096,3422.61,184.11,4760,F5JW66Upzd,com.sec.android.app.shealth,0,263beb2c-a97c-4e8a-962f-5f11fb33e153.achievement.json,263beb2c-a97c-4e8a-962f-5f11fb33e153,1601337600000,
13792,a26f6e8b-5cc1-46d1-8c4f-079edcbd9231.binning_data.json,8188501,6000,65,2020-06-28 09:33:27.333,com.sec.android.app.shealth,2020-06-27 03:15:52.321,a26f6e8b-5cc1-46d1-8c4f-079edcbd9231.source_info.json,1.2416904,10167.584,525.761,13727,VfS0qUERdZ,com.sec.android.app.shealth,0,a26f6e8b-5cc1-46d1-8c4f-079edcbd9231.achievement.json,a26f6e8b-5cc1-46d1-8c4f-079edcbd9231,1593216000000,
7974,bae8b89b-8be4-469f-a8f9-e746de5cb2e4.binning_data.json,4535175,6000,82,2020-08-29 20:55:04.205,com.sec.android.app.shealth,2020-08-29 02:26:01.197,bae8b89b-8be4-469f-a8f9-e746de5cb2e4.source_info.json,1.2822678,5815.31,305.29,7892,VfS0qUERdZ,com.sec.android.app.shealth,0,bae8b89b-8be4-469f-a8f9-e746de5cb2e4.achievement.json,bae8b89b-8be4-469f-a8f9-e746de5cb2e4,1598659200000,
6434,ca04014b-9895-4b8c-b3ee-3c83c60c1e5f.binning_data.json,4047041,6000,0,2020-10-26 20:25:54.323,com.sec.android.app.shealth,2020-10-26 06:54:40.899,ca04014b-9895-4b8c-b3ee-3c83c60c1e5f.source_info.json,1.1558444,4677.75,248.53,6434,VfS0qUERdZ,com.sec.android.app.shealth,0,ca04014b-9895-4b8c-b3ee-3c83c60c1e5f.achievement.json,ca04014b-9895-4b8c-b3ee-3c83c60c1e5f,1603670400000,
7480,e937a90f-0e64-408a-8e7d-eaf70c5b79f2.binning_data.json,4376908,6000,38,2020-08-01 22:00:31.502,com.sec.android.app.shealth,2020-08-01 22:00:31.502,,2.111111,5487.32,288.79,7442,F5JW66Upzd,com.sec.android.app.shealth,0,e937a90f-0e64-408a-8e7d-eaf70c5b79f2.achievement.json,e937a90f-0e64-408a-8e7d-eaf70c5b79f2,1596240000000,
6326,f5c613d2-2ffa-4897-999d-348fdb048c06.binning_data.json,4008293,6000,0,2020-10-01 22:00:01.600,com.sec.android.app.shealth,2020-10-01 22:00:01.600,,1.1362516,4554.43,248.65999,6326,F5JW66Upzd,com.sec.android.app.shealth,0,f5c613d2-2ffa-4897-999d-348fdb048c06.achievement.json,f5c613d2-2ffa-4897-999d-348fdb048c06,1601510400000,
569,ef48970d-655b-4a90-96b8-036a36c30a78.binning_data.json,333207,6000,0,2020-11-16 23:00:02.003,com.sec.android.app.shealth,2020-11-16 23:00:02.003,,1.2140487,404.53,21.6,569,F5JW66Upzd,com.sec.android.app.shealth,0,ef48970d-655b-4a90-96b8-036a36c30a78.achievement.json,ef48970d-655b-4a90-96b8-036a36c30a78,1605484800000,
4385,1cb7cd68-1948-4406-a964-4a5d0a5aae39.binning_data.json,2485641,6000,2,2020-08-03 22:00:01.038,com.sec.android.app.shealth,2020-08-03 22:00:01.038,,1.6944444,3183.78,173.47,4383,F5JW66Upzd,com.sec.android.app.shealth,0,1cb7cd68-1948-4406-a964-4a5d0a5aae39.achievement.json,1cb7cd68-1948-4406-a964-4a5d0a5aae39,1596412800000,
3437,25a47589-77ea-4edd-a626-f1245ac70f76.binning_data.json,2191859,6000,8,2020-10-03 22:00:01.475,com.sec.android.app.shealth,2020-10-03 22:00:01.475,,1.1280056,2472.43,134.45,3429,F5JW66Upzd,com.sec.android.app.shealth,0,25a47589-77ea-4edd-a626-f1245ac70f76.achievement.json,25a47589-77ea-4edd-a626-f1245ac70f76,1601683200000,
9400,40e9601a-c37c-4970-a43a-866ed02012b3.binning_data.json,5587228,6000,109,2020-09-01 06:15:04.209,com.sec.android.app.shealth,2020-08-31 04:30:59.148,40e9601a-c37c-4970-a43a-866ed02012b3.source_info.json,1.237174,6912.374,362.1,9291,VfS0qUERdZ,com.sec.android.app.shealth,0,40e9601a-c37c-4970-a43a-866ed02012b3.achievement.json,40e9601a-c37c-4970-a43a-866ed02012b3,1598832000000,
2638,bac1432f-a1de-4f12-8a11-a18185d0663e.binning_data.json,1719790,6000,0,2020-11-18 23:00:01.424,com.sec.android.app.shealth,2020-11-18 23:00:01.424,,1.09882,1889.74,107.95,2638,F5JW66Upzd,com.sec.android.app.shealth,0,bac1432f-a1de-4f12-8a11-a18185d0663e.achievement.json,bac1432f-a1de-4f12-8a11-a18185d0663e,1605657600000,
9884,c25893f5-2ab8-4733-89fb-f514506c624a.binning_data.json,5697565,6000,56,2020-06-30 02:16:25.920,com.sec.android.app.shealth,2020-06-29 03:15:05.362,c25893f5-2ab8-4733-89fb-f514506c624a.source_info.json,1.2880995,7339.031,366.76,9828,VfS0qUERdZ,com.sec.android.app.shealth,0,c25893f5-2ab8-4733-89fb-f514506c624a.achievement.json,c25893f5-2ab8-4733-89fb-f514506c624a,1593388800000,
5717,347be685-9e57-4588-b65e-f8f3f957f504.binning_data.json,3663242,6000,1,2020-10-05 22:00:02.316,com.sec.android.app.shealth,2020-10-05 22:00:02.316,,1.1248859,4120.73,223.01,5716,F5JW66Upzd,com.sec.android.app.shealth,0,347be685-9e57-4588-b65e-f8f3f957f504.achievement.json,347be685-9e57-4588-b65e-f8f3f957f504,1601856000000,
9308,771def3f-faab-4d7d-a489-1bb5494e933e.binning_data.json,5913276,6000,0,2020-08-05 22:00:01.902,com.sec.android.app.shealth,2020-08-05 22:00:01.902,,1.6388887,6703.62,368.61,9308,F5JW66Upzd,com.sec.android.app.shealth,0,771def3f-faab-4d7d-a489-1bb5494e933e.achievement.json,771def3f-faab-4d7d-a489-1bb5494e933e,1596585600000,
7219,c55eec29-b0c8-4dc5-87ad-b53077dec883.binning_data.json,4521738,6000,0,2020-10-29 20:35:27.229,com.sec.android.app.shealth,2020-10-29 07:25:20.900,c55eec29-b0c8-4dc5-87ad-b53077dec883.source_info.json,1.1561725,5227.91,280.19,7219,VfS0qUERdZ,com.sec.android.app.shealth,0,c55eec29-b0c8-4dc5-87ad-b53077dec883.achievement.json,c55eec29-b0c8-4dc5-87ad-b53077dec883,1603929600000,
2858,28905f6e-93a4-43d7-a84f-ee3c370bb31d.binning_data.json,1790020,6000,0,2020-11-20 23:00:02.255,com.sec.android.app.shealth,2020-11-20 23:00:02.255,,1.1316856,2025.74,113.21,2858,F5JW66Upzd,com.sec.android.app.shealth,0,28905f6e-93a4-43d7-a84f-ee3c370bb31d.achievement.json,28905f6e-93a4-43d7-a84f-ee3c370bb31d,1605830400000,
6692,95687c12-4b4b-461c-9ae0-8ef08254e854.binning_data.json,4127013,6000,0,2020-08-07 22:00:01.090,com.sec.android.app.shealth,2020-08-07 22:00:01.090,,1.6111112,4880.14,261.25998,6692,F5JW66Upzd,com.sec.android.app.shealth,0,95687c12-4b4b-461c-9ae0-8ef08254e854.achievement.json,95687c12-4b4b-461c-9ae0-8ef08254e854,1596758400000,
8513,897d3df0-c035-4b68-95c6-80b561d77a3b.binning_data.json,5041038,6000,0,2020-11-22 23:00:02.462,com.sec.android.app.shealth,2020-11-22 23:00:02.462,,1.2460072,6281.17,341.99,8513,F5JW66Upzd,com.sec.android.app.shealth,7944,897d3df0-c035-4b68-95c6-80b561d77a3b.achievement.json,897d3df0-c035-4b68-95c6-80b561d77a3b,1606003200000,
8523,7ba3745e-4d21-46e7-b360-0e8c3edc6bd0.binning_data.json,5251130,6000,79,2020-09-03 09:35:03.566,com.sec.android.app.shealth,2020-09-02 03:35:18.466,7ba3745e-4d21-46e7-b360-0e8c3edc6bd0.source_info.json,1.184262,6218.714,329.4,8444,VfS0qUERdZ,com.sec.android.app.shealth,0,7ba3745e-4d21-46e7-b360-0e8c3edc6bd0.achievement.json,7ba3745e-4d21-46e7-b360-0e8c3edc6bd0,1599004800000,
8163,58b555dd-7984-4301-83c3-2870b562b91c.binning_data.json,4776563,6000,73,2020-07-02 06:37:16.814,com.sec.android.app.shealth,2020-07-01 03:20:18.200,58b555dd-7984-4301-83c3-2870b562b91c.source_info.json,1.2666528,6050.248,307.3,8090,VfS0qUERdZ,com.sec.android.app.shealth,0,58b555dd-7984-4301-83c3-2870b562b91c.achievement.json,58b555dd-7984-4301-83c3-2870b562b91c,1593561600000,
2718,2093853d-42a5-4e22-b430-41acb203e5a0.binning_data.json,1693834,6000,6,2020-10-07 22:00:01.378,com.sec.android.app.shealth,2020-10-07 22:00:01.378,,1.135394,1923.17,105.82,2712,F5JW66Upzd,com.sec.android.app.shealth,0,2093853d-42a5-4e22-b430-41acb203e5a0.achievement.json,2093853d-42a5-4e22-b430-41acb203e5a0,1602028800000,
4463,d2beef39-7e87-4668-acb5-c6c2ff7fd596.binning_data.json,2788539,6000,0,2020-11-24 23:00:02.140,com.sec.android.app.shealth,2020-11-24 23:00:02.140,,1.1654557,3249.92,177.66,4463,F5JW66Upzd,com.sec.android.app.shealth,0,d2beef39-7e87-4668-acb5-c6c2ff7fd596.achievement.json,d2beef39-7e87-4668-acb5-c6c2ff7fd596,1606176000000,
8149,aeb566fb-7778-4cab-a26e-5607fe1fbe94.binning_data.json,4831270,6000,0,2020-08-09 22:00:00.924,com.sec.android.app.shealth,2020-08-09 22:00:00.924,,1.775474,6020.35,315.47998,8149,F5JW66Upzd,com.sec.android.app.shealth,3232,aeb566fb-7778-4cab-a26e-5607fe1fbe94.achievement.json,aeb566fb-7778-4cab-a26e-5607fe1fbe94,1596931200000,
7023,7b29a3ca-f4c4-4f55-b610-e72c9bfff29f.binning_data.json,4413983,6000,0,2020-11-01 21:15:15.327,com.sec.android.app.shealth,2020-11-01 07:36:21.260,7b29a3ca-f4c4-4f55-b610-e72c9bfff29f.source_info.json,1.1450384,5054.18,275.19,7023,VfS0qUERdZ,com.sec.android.app.shealth,0,7b29a3ca-f4c4-4f55-b610-e72c9bfff29f.achievement.json,7b29a3ca-f4c4-4f55-b610-e72c9bfff29f,1604188800000,
10090,18ada850-1ea2-454e-b1f1-573e1584433d.binning_data.json,5951527,6000,65,2020-07-03 23:35:03.425,com.sec.android.app.shealth,2020-07-03 01:50:05.246,18ada850-1ea2-454e-b1f1-573e1584433d.source_info.json,1.239922,7379.43,381.76,10025,VfS0qUERdZ,com.sec.android.app.shealth,0,18ada850-1ea2-454e-b1f1-573e1584433d.achievement.json,18ada850-1ea2-454e-b1f1-573e1584433d,1593734400000,
5790,b7ae9368-6fb3-4abe-919b-337208de016f.binning_data.json,3476268,6000,0,2020-08-11 22:00:00.914,com.sec.android.app.shealth,2020-08-11 22:00:00.914,,1.8611113,4271.78,226.35,5790,F5JW66Upzd,com.sec.android.app.shealth,0,b7ae9368-6fb3-4abe-919b-337208de016f.achievement.json,b7ae9368-6fb3-4abe-919b-337208de016f,1597104000000,
5883,5245aa4e-9b4e-4880-8579-181a623bf2f3.binning_data.json,3571184,6000,0,2020-11-26 23:00:01.190,com.sec.android.app.shealth,2020-11-26 23:00:01.190,,1.2198951,4356.47,234.25,5883,F5JW66Upzd,com.sec.android.app.shealth,5177,5245aa4e-9b4e-4880-8579-181a623bf2f3.achievement.json,5245aa4e-9b4e-4880-8579-181a623bf2f3,1606348800000,
8125,92989e5d-445d-42a6-b8ba-5f9640cffa04.binning_data.json,4980561,6000,54,2020-09-04 20:55:04.403,com.sec.android.app.shealth,2020-09-03 23:15:03.573,92989e5d-445d-42a6-b8ba-5f9640cffa04.source_info.json,1.1904514,5929.116,317.469,8071,VfS0qUERdZ,com.sec.android.app.shealth,0,92989e5d-445d-42a6-b8ba-5f9640cffa04.achievement.json,92989e5d-445d-42a6-b8ba-5f9640cffa04,1599177600000,
4308,9598ef34-3db1-402b-9732-66cfa449194a.binning_data.json,2674126,6000,0,2020-10-09 22:00:02.566,com.sec.android.app.shealth,2020-10-09 22:00:02.566,,1.1617026,3106.54,167.54,4308,F5JW66Upzd,com.sec.android.app.shealth,0,9598ef34-3db1-402b-9732-66cfa449194a.achievement.json,9598ef34-3db1-402b-9732-66cfa449194a,1602201600000,
12846,0701687e-eab2-47ee-be2d-c33f4d95946d.binning_data.json,7345190,6000,123,2020-07-06 10:57:28.055,com.sec.android.app.shealth,2020-07-05 03:24:03.439,0701687e-eab2-47ee-be2d-c33f4d95946d.source_info.json,1.2936236,9501.912,480.24,12723,VfS0qUERdZ,com.sec.android.app.shealth,0,0701687e-eab2-47ee-be2d-c33f4d95946d.achievement.json,0701687e-eab2-47ee-be2d-c33f4d95946d,1593907200000,
1943,34049fc6-f270-4575-bbe5-415f64af11f5.binning_data.json,1222276,6000,0,2020-11-04 18:27:19.165,com.sec.android.app.shealth,2020-11-04 08:11:46.003,34049fc6-f270-4575-bbe5-415f64af11f5.source_info.json,1.1667494,1426.09,75.68,1943,VfS0qUERdZ,com.sec.android.app.shealth,0,34049fc6-f270-4575-bbe5-415f64af11f5.achievement.json,34049fc6-f270-4575-bbe5-415f64af11f5,1604448000000,
4862,75d8e300-3165-4413-98b1-596ffc76707f.binning_data.json,2893217,6000,0,2020-08-13 22:00:01.005,com.sec.android.app.shealth,2020-08-13 22:00:01.005,,1.75,3522.84,193.49,4862,F5JW66Upzd,com.sec.android.app.shealth,0,75d8e300-3165-4413-98b1-596ffc76707f.achievement.json,75d8e300-3165-4413-98b1-596ffc76707f,1597276800000,
4117,9ff8778d-059e-4faa-ac08-9eca3e88b4d8.binning_data.json,2561333,6000,13,2020-10-11 22:00:02.362,com.sec.android.app.shealth,2020-10-11 22:00:02.362,,1.1660995,2986.77,159.34,4104,F5JW66Upzd,com.sec.android.app.shealth,0,9ff8778d-059e-4faa-ac08-9eca3e88b4d8.achievement.json,9ff8778d-059e-4faa-ac08-9eca3e88b4d8,1602374400000,
3850,34cf709c-c845-40a9-9eb1-56f7cf1cb896.binning_data.json,2609904,6000,0,2020-11-28 23:00:01.321,com.sec.android.app.shealth,2020-11-28 23:00:01.321,,1.0520617,2745.78,149.22,3850,F5JW66Upzd,com.sec.android.app.shealth,0,34cf709c-c845-40a9-9eb1-56f7cf1cb896.achievement.json,34cf709c-c845-40a9-9eb1-56f7cf1cb896,1606521600000,
2373,cefd4bc7-0fb5-4f8b-b575-60a24fb77a71.binning_data.json,1589834,6000,0,2020-10-13 22:00:01.315,com.sec.android.app.shealth,2020-10-13 22:00:01.315,,1.0688785,1699.34,92.57,2373,F5JW66Upzd,com.sec.android.app.shealth,0,cefd4bc7-0fb5-4f8b-b575-60a24fb77a71.achievement.json,cefd4bc7-0fb5-4f8b-b575-60a24fb77a71,1602547200000,
9434,4a25f261-0156-42ef-99d1-60f77dbf1fb1.binning_data.json,5433681,6000,64,2020-09-07 04:49:32.508,com.sec.android.app.shealth,2020-09-06 04:45:05.880,4a25f261-0156-42ef-99d1-60f77dbf1fb1.source_info.json,1.285934,6987.356,358.258,9370,VfS0qUERdZ,com.sec.android.app.shealth,0,4a25f261-0156-42ef-99d1-60f77dbf1fb1.achievement.json,4a25f261-0156-42ef-99d1-60f77dbf1fb1,1599350400000,
11586,a76469d7-e8f8-487e-a76c-c736e17260a6.binning_data.json,7026347,6000,1,2020-08-15 22:00:01.171,com.sec.android.app.shealth,2020-08-15 22:00:01.171,,2.4444444,8460.49,447.97,11585,F5JW66Upzd,com.sec.android.app.shealth,0,a76469d7-e8f8-487e-a76c-c736e17260a6.achievement.json,a76469d7-e8f8-487e-a76c-c736e17260a6,1597449600000,
11970,00146cfd-ab0d-439c-a49c-ae7a025e5d27.binning_data.json,6956426,6000,35,2020-07-08 03:20:54.613,com.sec.android.app.shealth,2020-07-07 03:18:31.151,00146cfd-ab0d-439c-a49c-ae7a025e5d27.source_info.json,1.2613243,8774.31,450.19998,11935,VfS0qUERdZ,com.sec.android.app.shealth,0,00146cfd-ab0d-439c-a49c-ae7a025e5d27.achievement.json,00146cfd-ab0d-439c-a49c-ae7a025e5d27,1594080000000,
3695,b60e9848-1f7b-426c-8c49-036e43e64054.binning_data.json,2401399,6000,3,2020-11-30 23:00:01.201,com.sec.android.app.shealth,2020-11-30 23:00:01.201,,1.1205466,2690.88,143.54,3692,F5JW66Upzd,com.sec.android.app.shealth,0,b60e9848-1f7b-426c-8c49-036e43e64054.achievement.json,b60e9848-1f7b-426c-8c49-036e43e64054,1606694400000,
240,9df3fab5-d2fb-4c36-bedd-487065bb979d.binning_data.json,136664,6000,1,2020-11-10 21:14:39.259,com.sec.android.app.shealth,2020-11-10 15:58:11.887,9df3fab5-d2fb-4c36-bedd-487065bb979d.source_info.json,1.3200986,180.41,8.39,239,VfS0qUERdZ,com.sec.android.app.shealth,0,9df3fab5-d2fb-4c36-bedd-487065bb979d.achievement.json,9df3fab5-d2fb-4c36-bedd-487065bb979d,1604966400000,
4708,274356f2-50cf-4c89-beaf-9b2fcf5422c7.binning_data.json,2911713,6000,0,2020-10-15 22:00:02.524,com.sec.android.app.shealth,2020-10-15 22:00:02.524,,1.1730448,3415.57,180.38,4708,F5JW66Upzd,com.sec.android.app.shealth,0,274356f2-50cf-4c89-beaf-9b2fcf5422c7.achievement.json,274356f2-50cf-4c89-beaf-9b2fcf5422c7,1602720000000,
6838,784107d7-a049-402b-9f78-b9dcff44fc44.binning_data.json,4014069,6000,0,2020-08-17 22:00:02.048,com.sec.android.app.shealth,2020-08-17 22:00:02.048,,1.5833335,5025.2197,258.13,6838,F5JW66Upzd,com.sec.android.app.shealth,0,784107d7-a049-402b-9f78-b9dcff44fc44.achievement.json,784107d7-a049-402b-9f78-b9dcff44fc44,1597622400000,
4506,ca15d99a-f0e7-419f-83aa-af297f7537a0.binning_data.json,2794657,6000,0,2020-12-02 23:00:01.381,com.sec.android.app.shealth,2020-12-02 23:00:01.381,,1.1702543,3270.46,175.08,4506,F5JW66Upzd,com.sec.android.app.shealth,0,ca15d99a-f0e7-419f-83aa-af297f7537a0.achievement.json,ca15d99a-f0e7-419f-83aa-af297f7537a0,1606867200000,
7757,1efeeb31-b2ff-4113-b690-6545c21e1421.binning_data.json,4451284,6000,25,2020-09-09 03:22:20.700,com.sec.android.app.shealth,2020-09-08 03:37:05.505,1efeeb31-b2ff-4113-b690-6545c21e1421.source_info.json,1.2817549,5705.456,294.163,7732,VfS0qUERdZ,com.sec.android.app.shealth,0,1efeeb31-b2ff-4113-b690-6545c21e1421.achievement.json,1efeeb31-b2ff-4113-b690-6545c21e1421,1599523200000,
626,ea58bacf-2549-483c-966e-4846dadd2739.binning_data.json,329206,6000,43,2020-11-12 23:00:02.383,com.sec.android.app.shealth,2020-11-12 23:00:02.383,,1.4915243,491.02,26.06,583,ltHsc2Rtmp,com.sec.android.app.shealth,0,ea58bacf-2549-483c-966e-4846dadd2739.achievement.json,ea58bacf-2549-483c-966e-4846dadd2739,1605139200000,
9110,94894da4-6a5f-43f0-a9e8-4e5e18f1b06e.binning_data.json,5574983,6000,0,2020-08-19 22:00:01.972,com.sec.android.app.shealth,2020-08-19 22:00:01.972,,1.5277778,6647.71,357.1,9110,F5JW66Upzd,com.sec.android.app.shealth,3676,94894da4-6a5f-43f0-a9e8-4e5e18f1b06e.achievement.json,94894da4-6a5f-43f0-a9e8-4e5e18f1b06e,1597795200000,
12820,4b7ef636-2290-4954-8032-98df02308c6c.binning_data.json,7491837,6000,141,2020-07-09 23:15:01.139,com.sec.android.app.shealth,2020-07-09 03:20:58.384,4b7ef636-2290-4954-8032-98df02308c6c.source_info.json,1.2569294,9416.711,489.4,12679,VfS0qUERdZ,com.sec.android.app.shealth,0,4b7ef636-2290-4954-8032-98df02308c6c.achievement.json,4b7ef636-2290-4954-8032-98df02308c6c,1594252800000,
3370,0fecc173-6212-4711-8881-b368c71c7d1b.binning_data.json,2157455,6000,0,2020-10-18 20:39:31.662,com.sec.android.app.shealth,2020-10-18 06:02:42.121,0fecc173-6212-4711-8881-b368c71c7d1b.source_info.json,1.1337706,2446.06,129.67,3370,VfS0qUERdZ,com.sec.android.app.shealth,0,0fecc173-6212-4711-8881-b368c71c7d1b.achievement.json,0fecc173-6212-4711-8881-b368c71c7d1b,1602979200000,
4978,49988ef3-e2c6-47d7-b8a1-75e1e084713c.binning_data.json,3203569,6000,0,2020-12-04 23:00:01.454,com.sec.android.app.shealth,2020-12-04 23:00:01.454,,1.1214523,3592.65,193.76,4978,F5JW66Upzd,com.sec.android.app.shealth,0,49988ef3-e2c6-47d7-b8a1-75e1e084713c.achievement.json,49988ef3-e2c6-47d7-b8a1-75e1e084713c,1607040000000,
