com.samsung.shealth.rewards,6156001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2020-04-20 22:00:00.000,,100003,,2020-04-23 22:00:00.840,2020-04-23 22:00:00.840,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":12011}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-20 22:00:00.000,4b05e451-d080-4b7b-b535-0382a68e7d3b,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-11 14:04:13.022,2020-07-11 14:04:13.022,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,c6fab9a0-6acf-4301-ac5b-47befa07ef24,1,
,2020-06-03 22:00:00.000,,100003,,2020-07-01 14:45:27.461,2020-06-05 00:55:03.133,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6060}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-03 22:00:00.000,05a93649-6d10-44cd-9f1b-ca584da098c7,1,
,2020-07-07 22:00:00.000,,100003,,2020-08-04 15:13:48.667,2020-07-08 13:13:52.342,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":12414}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-07 22:00:00.000,6ee937eb-67c4-4430-be45-8974b164076d,1,
,2020-04-28 22:00:00.000,,2399999,,2020-05-26 20:34:52.234,2020-04-29 18:17:54.305,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":8108}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-28 22:00:00.000,a1692c72-faae-47fa-a2a8-7d115911d7c9,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-24 09:28:09.593,2020-04-24 09:28:09.593,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,49dc0d19-a95c-43cb-a1fc-e2051340075b,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-11 20:15:05.759,2020-07-11 20:15:05.759,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,0092e2fa-3836-4525-a78d-633c8cad4f28,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-08 21:35:03.608,2020-07-08 21:35:03.608,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,6d5a7722-e27e-4174-aaf8-08fdacd86f21,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-30 08:25:40.271,2020-04-30 08:25:40.271,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,c2636df1-50c2-4210-8bbe-f3677123df14,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-24 17:55:02.860,2020-04-24 17:55:02.860,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,8424e8b1-b285-42e9-a3be-d6aed762f93d,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-09 08:18:11.927,2020-07-09 08:18:11.927,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,9d457097-e253-4b33-8b74-96c3bf1b431c,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-12 15:31:16.614,2020-07-12 15:31:16.614,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,56a9cf9a-7aff-43cf-a4ea-7398a109a65b,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-01 02:19:25.098,2020-05-01 02:19:25.098,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,348c1c54-1ebc-425c-8ead-65b46c4d46a6,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-25 07:15:05.909,2020-04-25 07:15:05.909,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,5b4f8aba-48a7-425c-b2fb-680a8fc8f50f,1,
,2020-06-01 22:00:00.000,,100003,,2020-06-06 22:00:01.182,2020-06-06 22:00:01.182,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":10249}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-01 22:00:00.000,325fdf76-6a8f-4218-82cc-a93c87e17e37,1,
,2020-07-08 22:00:00.000,,10009,,2020-07-14 22:00:00.761,2020-07-09 17:18:54.976,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":9531}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-08 22:00:00.000,322dd2a3-760c-47f0-a5ee-c8cce561cfb2,1,
,2020-04-24 22:00:00.000,,100003,,2020-05-22 10:36:42.453,2020-04-25 13:55:16.404,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":8791}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-24 22:00:00.000,8a95bf0c-569a-4078-a4f9-e1cfcc0b00b0,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-09 23:15:02.418,2020-07-09 23:15:02.418,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,c5b2637c-d2f9-4e73-be89-ccdd20779529,1,
,2020-06-01 22:00:00.000,,100003,,2020-06-04 22:00:01.003,2020-06-04 22:00:01.003,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":10249}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-01 22:00:00.000,1c96ac41-4af5-4c1b-a4fc-8cdf255f3cfe,1,
,2020-07-11 22:00:00.000,,10009,,2020-07-17 22:00:00.629,2020-07-12 21:50:24.908,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6735}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-11 22:00:00.000,1de24a06-4463-462c-b5d4-c110c4955e3f,1,
,2020-04-21 22:00:00.000,,100003,,2020-04-25 22:00:01.003,2020-04-25 22:00:01.003,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":10529}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-21 22:00:00.000,705f83c9-3e5e-4b93-8d73-2bb761bd1324,1,
,2020-07-09 22:00:00.000,,100003,,2020-08-06 21:14:54.471,2020-07-10 17:35:02.273,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":9220}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-09 22:00:00.000,cc0325a8-89b3-4415-902d-56c1e1644071,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-26 08:34:04.462,2020-04-26 08:34:04.462,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,f3126593-25db-4d11-a985-0550d2f70138,1,
,2020-06-04 22:00:00.000,,100003,,2020-06-06 22:00:01.171,2020-06-06 22:00:01.171,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":10714}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-04 22:00:00.000,cb574aff-746d-4f82-9fb3-27d9c58bf4c7,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-13 08:21:12.358,2020-07-13 08:21:12.358,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,2db9a8e3-6437-4948-b4d0-b9f30b5b272c,1,
,2020-07-04 22:00:00.000,,100003,,2020-07-10 22:00:01.284,2020-07-10 22:00:01.284,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":12846}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-04 22:00:00.000,f061448c-a26e-4663-ae8d-f6071ce9cd75,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-26 15:50:10.942,2020-04-26 15:50:10.942,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,14732954-28b2-4d39-8c73-eec10ffb58d8,1,
,2020-07-10 22:00:00.000,,100003,,2020-08-07 19:34:33.754,2020-07-11 15:06:57.016,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":11008}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-10 22:00:00.000,cd5c4b3d-fb04-4b47-af14-351dfc971cae,1,
,2020-07-12 22:00:00.000,,100003,,2020-08-09 19:35:57.138,2020-07-13 15:04:26.263,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":9077}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-12 22:00:00.000,60885397-e598-437b-8ad9-01971836d3c3,1,
,2020-06-01 22:00:00.000,,100003,,2020-06-07 22:00:01.460,2020-06-07 22:00:01.460,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":10249}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-01 22:00:00.000,09240567-8042-4e37-91c8-8c8301652af8,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-01 20:36:31.464,2020-05-01 20:36:31.464,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,4e0de5e5-f956-4add-a9f6-5a5675ea6035,1,
,2020-06-02 22:00:00.000,,100003,,2020-06-07 22:00:01.577,2020-06-07 22:00:01.577,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":11216}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-02 22:00:00.000,c1b6bbca-2b98-4f97-9291-c9df94ee8dd8,1,
,2020-07-10 22:00:00.000,,10009,,2020-07-16 22:00:00.774,2020-07-11 20:15:06.690,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":7996}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-10 22:00:00.000,e3edbdbb-6870-49aa-9704-c6858fc1d946,1,
,2020-06-09 22:00:00.000,,100003,,2020-07-07 21:53:10.778,2020-06-10 10:41:18.103,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":12123}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-09 22:00:00.000,9e372c87-838d-4700-86ab-972a67acac36,1,
,2020-07-11 22:00:00.000,,100003,,2020-08-08 21:24:26.161,2020-07-12 16:15:41.605,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":10588}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-11 22:00:00.000,ef79632d-63e4-4b5f-86da-6238a0d0719c,1,
,2020-06-07 22:00:00.000,,2399999,,2020-07-05 21:37:17.439,2020-06-10 09:00:48.570,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6910}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-07 22:00:00.000,f2c43761-d347-4bb8-980b-41c91b5ae2c2,1,
,2020-07-08 22:00:00.000,,100003,,2020-07-13 22:00:01.846,2020-07-13 22:00:01.846,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":12820}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-08 22:00:00.000,7db43798-3f3c-48fa-b027-364b77abd374,1,
,2020-06-10 22:00:00.000,,100003,,2020-07-08 21:35:10.136,2020-06-11 14:15:03.447,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":10016}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-10 22:00:00.000,7da42f0e-2140-407e-9afd-509a1a2969e3,1,
,2020-07-10 22:00:00.000,,100003,,2020-07-12 22:00:01.195,2020-07-12 22:00:01.195,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":11008}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-10 22:00:00.000,2635840e-7376-4f72-9720-bcdc35a47158,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-27 02:14:36.446,2020-04-27 02:14:36.446,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,17228e6f-d92a-409c-acdf-341167c0a24e,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-13 09:48:31.139,2020-07-13 09:48:31.139,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,6efc90f8-3051-444f-ae0e-d442e174317c,1,
,2020-07-13 22:00:00.000,,100003,,2020-08-10 20:52:31.368,2020-07-14 14:15:02.966,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":14465}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-13 22:00:00.000,251587a3-3cc7-43a6-847f-a1c40117e62d,1,
,2020-05-01 22:00:00.000,,100003,,2020-05-29 11:45:37.842,2020-05-02 12:06:08.643,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":7893}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-05-01 22:00:00.000,5137efd2-326c-4b43-ad77-9f7fdf123546,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-27 20:35:05.462,2020-04-27 20:35:05.462,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,d3b5e58f-5327-4bc3-9c94-33a1db05b9e6,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-13 17:41:10.185,2020-07-13 17:41:10.185,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,220947da-660d-4215-ad52-f4f73479aa2d,1,
,2020-06-09 22:00:00.000,,100003,,2020-06-11 22:00:01.182,2020-06-10 22:00:01.970,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":12123}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-09 22:00:00.000,a1e58718-8547-4244-846f-1abc33cc2705,1,
,2020-07-13 22:00:00.000,,10009,,2020-07-19 22:00:00.959,2020-07-14 18:49:54.064,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":9658}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-13 22:00:00.000,b9d74f20-ec7b-4120-8f3b-61b9dcc605c1,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-02 22:55:05.026,2020-05-02 22:55:05.026,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,9b864702-68f2-4d71-a2f8-2b71065a7bab,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-28 21:55:06.645,2020-04-28 21:55:06.645,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,26f47c4f-352d-4394-b7d8-6b39910a1e8b,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-13 23:15:03.820,2020-07-13 23:15:03.820,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,45d9b625-df23-4dbf-a7e6-149cb0428dda,1,
,2020-06-11 22:00:00.000,,10009,,2020-06-17 22:00:00.842,2020-06-12 20:15:05.097,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6607}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-11 22:00:00.000,736b8aec-cbfc-4f6a-8c2e-11a2ff339c18,1,
,2020-07-13 22:00:00.000,,100003,,2020-07-15 22:00:01.516,2020-07-14 22:00:01.702,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":14465}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-13 22:00:00.000,5559dea3-4909-4c80-b1dd-bde8f6586bf1,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-29 16:56:50.577,2020-04-29 16:56:50.577,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,24244151-ba65-422f-83f9-e31e00c0b3d7,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-14 14:15:05.766,2020-07-14 14:15:05.766,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,fa734f5f-52a5-4673-9fea-3c1d0b021d48,1,
,2020-04-28 22:00:00.000,,10009,,2020-05-04 22:00:01.696,2020-04-29 18:17:54.907,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6400}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-28 22:00:00.000,e878df74-cd3a-4ab4-a5eb-0e215399b198,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-03 17:56:11.194,2020-05-03 17:56:11.194,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,23c6fb75-d53d-4718-8a11-98eb25199f87,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-14 19:55:05.641,2020-07-14 19:55:05.641,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,0ac8151b-499f-4e20-96aa-6cb2ecb8e872,1,
,2020-07-14 22:00:00.000,,100003,,2020-08-11 20:45:07.105,2020-07-15 11:14:58.339,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":14071}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-14 22:00:00.000,915f7490-3634-418f-aaad-8b52680957d1,1,
,2020-04-18 22:00:00.000,,100003,,2020-04-30 11:06:34.546,2020-04-30 11:06:34.546,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,77bc5dd9-9b37-4326-bffb-b0e6afea8460,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-15 03:27:46.758,2020-07-15 03:27:46.758,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,7fdb9261-9ca9-4664-9f1a-f1b1bc220544,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-04 10:08:38.452,2020-05-04 10:08:38.452,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,4e196115-77b8-4f41-b394-81eaa9a3eee7,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-01 05:39:15.167,2020-05-01 05:39:15.167,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,8ceae7d0-ac1b-47f4-b24a-e7549dad7e38,1,
,2020-07-14 22:00:00.000,,2399999,,2020-08-11 20:45:04.504,2020-07-15 11:35:05.544,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":12596}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-14 22:00:00.000,9037d5b9-841c-4629-b48e-1784369f3c9f,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-01 23:35:04.616,2020-05-01 23:35:04.616,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,95e3d55a-c600-476a-a3a5-c9b2c74d6cea,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-04 23:35:03.849,2020-05-04 23:35:03.849,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,57aead6a-4ec2-4426-a773-7a931d9323c8,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-15 21:35:05.127,2020-07-15 21:35:05.127,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,9b449026-5866-4c5a-bd45-13057fd9e5d4,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-15 18:19:25.629,2020-07-15 18:19:25.629,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,25c339ac-a3f8-440d-8f4b-cba64f0a7602,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-02 14:15:04.959,2020-05-02 14:15:04.959,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,b7fb2533-c188-46eb-84ed-a3722e8ac3d7,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-16 14:09:06.294,2020-07-16 14:09:06.294,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,65f2edaf-a733-4501-82d7-da0d134bc31f,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-05 18:35:05.497,2020-05-05 18:35:05.497,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,0faf19ab-e248-469b-9748-f929d095061f,1,
,2020-05-02 22:00:00.000,,100003,,2020-05-29 11:45:37.853,2020-05-03 10:35:13.404,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":11159}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-05-02 22:00:00.000,899bc425-8bd8-4a59-b6ac-2e18b349fde5,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-16 12:02:51.632,2020-07-16 12:02:51.632,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,3fa47ec2-ca72-4717-88a9-bdb5987e29f8,1,
,2020-07-15 22:00:00.000,,10009,,2020-07-21 22:00:01.862,2020-07-16 21:42:31.683,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":8764}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-07-15 22:00:00.000,8eb9532c-fe37-497d-9860-9fea02262593,1,
,2020-04-18 22:00:00.000,,100003,,2020-05-06 09:24:33.165,2020-05-06 09:24:33.165,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":15491}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-04-18 22:00:00.000,ea1475c1-80a9-4056-ab4e-2288e972bade,1,
,2020-06-09 22:00:00.000,,100003,,2020-06-14 22:00:03.026,2020-06-14 22:00:03.026,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":12123}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-09 22:00:00.000,6fa85cf5-22ae-40d3-8f75-df962ed63ad1,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-17 12:09:16.947,2020-07-17 12:09:16.947,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,6ebca5cd-c897-4b5d-b3bf-32a9247e6a5d,1,
,2020-06-12 22:00:00.000,,100003,,2020-07-10 21:47:26.002,2020-06-13 21:47:31.386,,,tracker_pedometer_reward_target_achieved,UTC+0200,"{""mTarget"":6000,""mValue"":6752}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-12 22:00:00.000,a2251b97-9559-4d70-b1dd-d12dfd0daec4,1,
,2020-06-29 22:00:00.000,,100003,,2020-07-16 21:42:31.548,2020-07-16 21:42:31.548,,,tracker_pedometer_reward_most_walking_day,UTC+0200,"{""mTarget"":-1,""mValue"":16299}",F5JW66Upzd,com.sec.android.app.shealth,tracker.pedometer,2020-06-29 22:00:00.000,cf7da3c4-e19a-40ed-ba28-668aa174e9a9,1,
