com.samsung.shealth.step_daily_trend,6156001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
da813e3f-a226-4c8a-a560-9ccc0d9d7c08.binning_data.json,2020-06-28 09:33:28.620,2020-06-27 03:15:54.440,com.sec.android.app.shealth,23,7694,2.6666665,5713.637,277.18,ltHsc2Rtmp,com.sec.android.app.shealth,da813e3f-a226-4c8a-a560-9ccc0d9d7c08,1593216000000,
4c11923d-fa7f-4f4a-9042-4690625230d6.binning_data.json,2020-07-03 22:00:00.793,2020-07-03 22:00:00.793,com.sec.android.app.shealth,0,7486,1.8611113,5440.75,286.41,F5JW66Upzd,com.sec.android.app.shealth,4c11923d-fa7f-4f4a-9042-4690625230d6,1593734400000,
61763cbb-dc86-45c8-9204-4c30f6d6906e.binning_data.json,2020-07-07 03:18:32.976,2020-07-06 10:57:29.771,com.sec.android.app.shealth,23,5768,2.9045448,4216.09,207.11,ltHsc2Rtmp,com.sec.android.app.shealth,61763cbb-dc86-45c8-9204-4c30f6d6906e,1593993600000,
1cc72e45-2534-40a7-ae41-474bdf5f41e7.binning_data.json,2020-07-06 10:57:28.109,2020-07-05 03:24:03.536,com.sec.android.app.shealth,-2,12846,1.2936236,9501.912,480.24,VfS0qUERdZ,com.sec.android.app.shealth,1cc72e45-2534-40a7-ae41-474bdf5f41e7,1593907200000,
d9e2793e-0c13-4e33-afdb-92b0f3688e9a.binning_data.json,2020-07-06 22:00:00.912,2020-07-06 22:00:00.912,com.sec.android.app.shealth,0,6027,1.8333335,4391.62,232.90999,F5JW66Upzd,com.sec.android.app.shealth,d9e2793e-0c13-4e33-afdb-92b0f3688e9a,1593993600000,
8e9dac3d-4fc9-4766-8731-857ed781ce09.binning_data.json,2020-06-30 02:16:27.726,2020-06-29 03:15:06.981,com.sec.android.app.shealth,23,9044,3.8055558,6737.478,328.66,ltHsc2Rtmp,com.sec.android.app.shealth,8e9dac3d-4fc9-4766-8731-857ed781ce09,1593388800000,
4b8ad4c9-ceb5-46fc-85e5-978ddedb90d3.binning_data.json,2020-06-25 03:16:22.073,2020-06-24 07:07:25.322,com.sec.android.app.shealth,-2,8369,1.2427279,6100.942,324.05,VfS0qUERdZ,com.sec.android.app.shealth,4b8ad4c9-ceb5-46fc-85e5-978ddedb90d3,1592956800000,
b7d30c72-46cb-4b2a-9e35-00fb9e97a837.binning_data.json,2020-07-09 03:21:00.116,2020-07-08 03:20:56.170,com.sec.android.app.shealth,23,8215,2.7222223,6088.53,302.24,ltHsc2Rtmp,com.sec.android.app.shealth,b7d30c72-46cb-4b2a-9e35-00fb9e97a837,1594166400000,
9bad61d4-1040-4001-97b6-e958e9f5c4d9.binning_data.json,2020-07-05 22:00:00.843,2020-07-05 22:00:00.843,com.sec.android.app.shealth,0,7720,1.9722222,5686.52,299.9,F5JW66Upzd,com.sec.android.app.shealth,9bad61d4-1040-4001-97b6-e958e9f5c4d9,1593907200000,
6f1832a0-d26a-40bb-b342-6fddf47f4dee.binning_data.json,2020-07-08 03:20:54.705,2020-07-07 03:18:31.263,com.sec.android.app.shealth,-2,11970,1.2613243,8774.31,450.19998,VfS0qUERdZ,com.sec.android.app.shealth,6f1832a0-d26a-40bb-b342-6fddf47f4dee,1594080000000,
11de80f5-c317-4c13-a72a-f3776723bbf1.binning_data.json,2020-07-08 22:00:01.032,2020-07-08 22:00:01.032,com.sec.android.app.shealth,0,8860,1.8055556,6496.55,341.42,F5JW66Upzd,com.sec.android.app.shealth,11de80f5-c317-4c13-a72a-f3776723bbf1,1594166400000,
d4eba5b4-8ac5-4e1a-ad4d-a56c7ff4da33.binning_data.json,2020-07-02 06:37:18.768,2020-07-01 03:20:21.809,com.sec.android.app.shealth,23,6473,3.140774,4844.774,235.51,ltHsc2Rtmp,com.sec.android.app.shealth,d4eba5b4-8ac5-4e1a-ad4d-a56c7ff4da33,1593561600000,
4dde7f29-3cd7-4796-9b3a-097176d95e64.binning_data.json,2020-07-07 22:00:00.931,2020-07-07 22:00:00.931,com.sec.android.app.shealth,0,7578,1.8333335,5540.43,293.74,F5JW66Upzd,com.sec.android.app.shealth,4dde7f29-3cd7-4796-9b3a-097176d95e64,1594080000000,
8edfeafd-fe9c-4489-b479-fd2fa8805525.binning_data.json,2020-06-27 03:15:52.806,2020-06-26 02:13:02.443,com.sec.android.app.shealth,-2,10981,1.3018925,8099.352,407.788,VfS0qUERdZ,com.sec.android.app.shealth,8edfeafd-fe9c-4489-b479-fd2fa8805525,1593129600000,
df7dbb03-353c-4f9c-bbb0-214feec9fe3e.binning_data.json,2020-07-10 21:47:24.234,2020-07-10 09:18:08.514,com.sec.android.app.shealth,23,7333,2.4722226,5339.298,267.83,ltHsc2Rtmp,com.sec.android.app.shealth,df7dbb03-353c-4f9c-bbb0-214feec9fe3e,1594339200000,
b2b99d33-da71-4cc2-9424-aa6aea44f27d.binning_data.json,2020-07-09 23:15:01.301,2020-07-09 03:20:58.485,com.sec.android.app.shealth,-2,12820,1.2569294,9416.711,489.4,VfS0qUERdZ,com.sec.android.app.shealth,b2b99d33-da71-4cc2-9424-aa6aea44f27d,1594252800000,
6fd39ecc-cb10-4b0d-9062-b778a9f6722a.binning_data.json,2020-07-09 22:00:00.992,2020-07-09 22:00:00.992,com.sec.android.app.shealth,0,9531,1.7222223,6900.6,367.37,F5JW66Upzd,com.sec.android.app.shealth,6fd39ecc-cb10-4b0d-9062-b778a9f6722a,1594252800000,
ca5bb1c4-3b16-4e8b-bb3b-c2ab53136de9.binning_data.json,2020-06-28 22:55:02.538,2020-06-28 09:32:31.020,com.sec.android.app.shealth,-2,5405,1.2086458,3957.64,205.67,VfS0qUERdZ,com.sec.android.app.shealth,ca5bb1c4-3b16-4e8b-bb3b-c2ab53136de9,1593302400000,
414e4e6b-b155-4b77-a4ab-35f5354f44d0.binning_data.json,2020-07-10 22:00:00.766,2020-07-10 22:00:00.766,com.sec.android.app.shealth,0,6074,1.8888888,4344.67,237.45,F5JW66Upzd,com.sec.android.app.shealth,414e4e6b-b155-4b77-a4ab-35f5354f44d0,1594339200000,
16a4ce13-8dd8-41a5-9dcb-5da7c5900b29.binning_data.json,2020-07-03 23:35:05.225,2020-07-03 07:13:39.001,com.sec.android.app.shealth,23,7270,3.9444444,5355.891,266.42,ltHsc2Rtmp,com.sec.android.app.shealth,16a4ce13-8dd8-41a5-9dcb-5da7c5900b29,1593734400000,
dbcf39f4-6143-4cb2-a5f4-c6b9b8342f3e.binning_data.json,2020-07-11 22:00:00.929,2020-07-11 22:00:00.929,com.sec.android.app.shealth,0,7996,1.5375148,5793.89,312.38998,F5JW66Upzd,com.sec.android.app.shealth,dbcf39f4-6143-4cb2-a5f4-c6b9b8342f3e,1594425600000,
3bcd3e37-f585-41f2-b34a-c09a9c3134da.binning_data.json,2020-07-13 00:55:06.731,2020-07-12 03:32:36.498,com.sec.android.app.shealth,23,6728,3.0277777,4943.323,248.3,ltHsc2Rtmp,com.sec.android.app.shealth,3bcd3e37-f585-41f2-b34a-c09a9c3134da,1594512000000,
01593e2f-194f-4da4-ba22-a4af00d04967.binning_data.json,2020-07-12 03:32:34.711,2020-07-11 03:24:32.386,com.sec.android.app.shealth,-2,11008,1.1964892,8066.832,414.16998,VfS0qUERdZ,com.sec.android.app.shealth,01593e2f-194f-4da4-ba22-a4af00d04967,1594425600000,
49fadfb1-75ec-4e73-a0ae-c6f98958140b.binning_data.json,2020-07-12 22:00:00.821,2020-07-12 22:00:00.821,com.sec.android.app.shealth,0,6735,1.7431898,4848.21,271.61,F5JW66Upzd,com.sec.android.app.shealth,49fadfb1-75ec-4e73-a0ae-c6f98958140b,1594512000000,
94522ca6-6aeb-4f27-b0d7-ab461a68fbd5.binning_data.json,2020-06-30 21:51:06.337,2020-06-30 02:16:25.700,com.sec.android.app.shealth,-2,16299,1.2714741,12063.58,629.7,VfS0qUERdZ,com.sec.android.app.shealth,94522ca6-6aeb-4f27-b0d7-ab461a68fbd5,1593475200000,
913e91c4-d129-4932-b48c-50d8688713ea.binning_data.json,2020-07-15 03:27:46.752,2020-07-13 23:15:03.571,com.sec.android.app.shealth,23,12269,3.057098,9068.893,453.34,ltHsc2Rtmp,com.sec.android.app.shealth,913e91c4-d129-4932-b48c-50d8688713ea,1594684800000,
1465541a-9759-49be-ae89-6b1f39823a2c.binning_data.json,2020-07-14 22:00:00.943,2020-07-14 22:00:00.943,com.sec.android.app.shealth,0,9658,1.9722222,7015.44,381.62997,F5JW66Upzd,com.sec.android.app.shealth,1465541a-9759-49be-ae89-6b1f39823a2c,1594684800000,
f13710f7-2907-49fc-804e-107a999cc004.binning_data.json,2020-07-06 10:57:29.760,2020-07-05 03:24:05.490,com.sec.android.app.shealth,23,10735,2.8333333,7934.699,391.26,ltHsc2Rtmp,com.sec.android.app.shealth,f13710f7-2907-49fc-804e-107a999cc004,1593907200000,
5f6736eb-a703-40b6-bc81-be0002230c68.binning_data.json,2020-07-13 22:00:01.159,2020-07-13 22:00:01.159,com.sec.android.app.shealth,0,6187,1.8055556,4483.3,238.31,F5JW66Upzd,com.sec.android.app.shealth,5f6736eb-a703-40b6-bc81-be0002230c68,1594598400000,
21a5a567-0a64-4f23-a890-a41d6c180285.binning_data.json,2020-07-03 07:13:37.336,2020-07-02 06:38:50.089,com.sec.android.app.shealth,-2,10111,1.2175807,7418.8,391.78,VfS0qUERdZ,com.sec.android.app.shealth,21a5a567-0a64-4f23-a890-a41d6c180285,1593648000000,
f7a9aa51-7b03-41c8-8f6b-d563fba9fde5.binning_data.json,2020-07-13 23:15:01.288,2020-07-13 08:11:31.857,com.sec.android.app.shealth,-2,9077,1.2334933,6696.838,344.92,VfS0qUERdZ,com.sec.android.app.shealth,f7a9aa51-7b03-41c8-8f6b-d563fba9fde5,1594598400000,
8da3e86c-bdcd-433c-9d0f-09d616e23c73.binning_data.json,2020-07-16 22:00:00.937,2020-07-16 22:00:00.937,com.sec.android.app.shealth,0,8764,1.5,6283.69,349.52,F5JW66Upzd,com.sec.android.app.shealth,8da3e86c-bdcd-433c-9d0f-09d616e23c73,1594857600000,
588586fd-13f2-4e3d-b2d3-b55fdd5bda44.binning_data.json,2020-07-08 03:20:56.188,2020-07-07 03:18:33.020,com.sec.android.app.shealth,23,6938,2.5833333,5107.921,248.95,ltHsc2Rtmp,com.sec.android.app.shealth,588586fd-13f2-4e3d-b2d3-b55fdd5bda44,1594080000000,
0cd351cb-d18a-4575-98a7-536779a3b393.binning_data.json,2020-07-15 22:00:01.018,2020-07-15 22:00:01.018,com.sec.android.app.shealth,0,5816,1.7963064,4198.15,226.0,F5JW66Upzd,com.sec.android.app.shealth,0cd351cb-d18a-4575-98a7-536779a3b393,1594771200000,
b30b45d2-ca0b-40c9-8bce-6abe0733be0c.binning_data.json,2020-07-16 05:55:04.179,2020-07-15 03:27:44.843,com.sec.android.app.shealth,-2,14071,1.2651435,10326.639,521.44,VfS0qUERdZ,com.sec.android.app.shealth,b30b45d2-ca0b-40c9-8bce-6abe0733be0c,1594771200000,
f560f4f2-7667-4e0c-b19a-5727a3f8ad08.binning_data.json,2020-07-18 22:00:01.017,2020-07-18 22:00:01.017,com.sec.android.app.shealth,0,6791,1.9581217,5035.39,253.92,F5JW66Upzd,com.sec.android.app.shealth,f560f4f2-7667-4e0c-b19a-5727a3f8ad08,1595030400000,
cd1c4b55-f033-4bda-9e9d-f5cb8d9b5935.binning_data.json,2020-07-16 21:42:31.218,2020-07-16 05:55:05.933,com.sec.android.app.shealth,23,6857,3.2632108,5030.944,253.49,ltHsc2Rtmp,com.sec.android.app.shealth,cd1c4b55-f033-4bda-9e9d-f5cb8d9b5935,1594857600000,
8fdeb2d2-d557-4195-8e5c-3cecdc97a4e1.binning_data.json,2020-07-05 03:24:03.929,2020-07-04 03:16:05.636,com.sec.android.app.shealth,-2,11670,1.2258452,8532.231,447.13,VfS0qUERdZ,com.sec.android.app.shealth,8fdeb2d2-d557-4195-8e5c-3cecdc97a4e1,1593820800000,
623a67c5-a254-4143-9b43-6a7dfb1f1882.binning_data.json,2020-07-09 23:15:04.281,2020-07-09 03:21:00.024,com.sec.android.app.shealth,23,7818,6.2777777,5786.045,292.66,ltHsc2Rtmp,com.sec.android.app.shealth,623a67c5-a254-4143-9b43-6a7dfb1f1882,1594252800000,
36ecd55b-1cf3-4f86-b584-76c33daf161b.binning_data.json,2020-07-17 22:00:00.764,2020-07-17 22:00:00.764,com.sec.android.app.shealth,0,5092,1.5833335,3684.33,200.15,F5JW66Upzd,com.sec.android.app.shealth,36ecd55b-1cf3-4f86-b584-76c33daf161b,1594944000000,
08f75d41-d53e-460a-9316-3156e00f252c.binning_data.json,2020-07-20 22:00:01.088,2020-07-20 22:00:01.088,com.sec.android.app.shealth,0,9228,1.9444443,6702.78,358.83,F5JW66Upzd,com.sec.android.app.shealth,08f75d41-d53e-460a-9316-3156e00f252c,1595203200000,
b12de9d3-92d1-47c5-b863-a19b35b5c039.binning_data.json,2020-07-18 03:38:50.067,2020-07-17 02:35:15.640,com.sec.android.app.shealth,-2,9741,1.2309539,7114.21,364.05,VfS0qUERdZ,com.sec.android.app.shealth,b12de9d3-92d1-47c5-b863-a19b35b5c039,1594944000000,
c7a0ce82-768e-4ffe-ae9f-b6f11a04f18d.binning_data.json,2020-07-19 03:34:35.845,2020-07-18 03:38:51.563,com.sec.android.app.shealth,23,7424,6.194445,5428.273,275.9,ltHsc2Rtmp,com.sec.android.app.shealth,c7a0ce82-768e-4ffe-ae9f-b6f11a04f18d,1595030400000,
75069220-8585-4c18-ae06-c159decb7b30.binning_data.json,2020-07-07 03:18:31.663,2020-07-06 07:17:47.293,com.sec.android.app.shealth,-2,8714,1.2390393,6361.29,326.32,VfS0qUERdZ,com.sec.android.app.shealth,75069220-8585-4c18-ae06-c159decb7b30,1593993600000,
31361c70-a018-49ae-b7d7-3996c1917e8a.binning_data.json,2020-07-20 03:26:49.717,2020-07-19 03:34:33.361,com.sec.android.app.shealth,-2,13113,1.2200209,9636.339,498.96,VfS0qUERdZ,com.sec.android.app.shealth,31361c70-a018-49ae-b7d7-3996c1917e8a,1595116800000,
00173527-4311-4fd5-8f4d-9ba60b98fc54.binning_data.json,2020-07-19 22:00:01.154,2020-07-19 22:00:01.154,com.sec.android.app.shealth,0,9664,1.7990167,7067.64,378.42,F5JW66Upzd,com.sec.android.app.shealth,00173527-4311-4fd5-8f4d-9ba60b98fc54,1595116800000,
2e23f322-a72a-429a-9cee-f1d456162aaf.binning_data.json,2020-07-12 03:32:36.555,2020-07-11 03:24:33.872,com.sec.android.app.shealth,23,9100,2.6666665,6678.814,329.27,ltHsc2Rtmp,com.sec.android.app.shealth,2e23f322-a72a-429a-9cee-f1d456162aaf,1594425600000,
52830efc-c600-4dad-91fd-fc8120d49d8d.binning_data.json,2020-07-22 22:00:01.201,2020-07-22 22:00:01.201,com.sec.android.app.shealth,0,6646,1.6388887,4746.37,267.74,F5JW66Upzd,com.sec.android.app.shealth,52830efc-c600-4dad-91fd-fc8120d49d8d,1595376000000,
703b6554-1b74-48d3-858e-ec0dae48aabc.binning_data.json,2020-07-09 03:20:58.838,2020-07-08 03:20:54.400,com.sec.android.app.shealth,-2,12414,1.2831881,9173.611,470.44,VfS0qUERdZ,com.sec.android.app.shealth,703b6554-1b74-48d3-858e-ec0dae48aabc,1594166400000,
e33cf178-8e12-400c-9612-9f10497f33b1.binning_data.json,2020-07-20 21:40:06.115,2020-07-20 03:26:51.776,com.sec.android.app.shealth,23,3964,2.5555558,2902.02,145.25,ltHsc2Rtmp,com.sec.android.app.shealth,e33cf178-8e12-400c-9612-9f10497f33b1,1595203200000,
9e40e9aa-cbf8-412f-809d-d284462cb465.binning_data.json,2020-07-22 03:38:10.036,2020-07-21 07:35:35.393,com.sec.android.app.shealth,-2,16681,1.2156945,12255.971,642.2,VfS0qUERdZ,com.sec.android.app.shealth,9e40e9aa-cbf8-412f-809d-d284462cb465,1595289600000,
12b56a1b-2f28-4ba8-9933-7cf1781721e5.binning_data.json,2020-07-21 22:00:02.137,2020-07-21 22:00:02.137,com.sec.android.app.shealth,0,14109,2.0000002,10211.4795,561.31,F5JW66Upzd,com.sec.android.app.shealth,12b56a1b-2f28-4ba8-9933-7cf1781721e5,1595289600000,
2d9ffe7b-48c7-4007-b0e5-bca65fa0525d.binning_data.json,2020-07-10 21:47:22.344,2020-07-10 07:56:37.128,com.sec.android.app.shealth,-2,9220,1.242139,6700.316,349.15,VfS0qUERdZ,com.sec.android.app.shealth,2d9ffe7b-48c7-4007-b0e5-bca65fa0525d,1594339200000,
1304bb5c-b7fa-4890-be4b-9b703a7a771c.binning_data.json,2020-07-13 23:15:03.618,2020-07-13 08:11:34.460,com.sec.android.app.shealth,23,6996,3.8611112,5223.807,263.86,ltHsc2Rtmp,com.sec.android.app.shealth,1304bb5c-b7fa-4890-be4b-9b703a7a771c,1594598400000,
90f4f6dc-5f3a-405f-870c-61b92de3e8e0.binning_data.json,2020-07-23 03:43:05.972,2020-07-22 03:38:12.269,com.sec.android.app.shealth,23,6317,3.0555556,4625.278,233.66,ltHsc2Rtmp,com.sec.android.app.shealth,90f4f6dc-5f3a-405f-870c-61b92de3e8e0,1595376000000,
54835625-0670-4145-b898-c741ec82d039.binning_data.json,2020-07-23 22:00:02.168,2020-07-23 22:00:02.168,com.sec.android.app.shealth,0,5618,1.5600508,4043.31,225.89,F5JW66Upzd,com.sec.android.app.shealth,54835625-0670-4145-b898-c741ec82d039,1595462400000,
8df3e3f9-0456-4b77-b11a-687c6a71c511.binning_data.json,2020-07-24 22:00:00.996,2020-07-24 22:00:00.996,com.sec.android.app.shealth,0,6751,1.9166666,4896.05,268.27,F5JW66Upzd,com.sec.android.app.shealth,8df3e3f9-0456-4b77-b11a-687c6a71c511,1595548800000,
082cadf6-1a38-4a64-a22a-458b8e74cfb4.binning_data.json,2020-07-13 00:55:03.878,2020-07-12 03:32:34.479,com.sec.android.app.shealth,-2,10588,1.2074691,7700.965,412.73,VfS0qUERdZ,com.sec.android.app.shealth,082cadf6-1a38-4a64-a22a-458b8e74cfb4,1594512000000,
defa0fc4-aee4-41ff-9bbc-13e976d17ef5.binning_data.json,2020-07-25 10:46:38.926,2020-07-24 03:42:35.989,com.sec.android.app.shealth,23,12966,3.2777774,9450.743,469.84,ltHsc2Rtmp,com.sec.android.app.shealth,defa0fc4-aee4-41ff-9bbc-13e976d17ef5,1595548800000,
9cf87f3c-b88f-461d-9ab6-0de82e0547cc.binning_data.json,2020-07-16 05:55:05.926,2020-07-15 03:27:46.766,com.sec.android.app.shealth,23,12596,2.9166667,9245.997,457.66,ltHsc2Rtmp,com.sec.android.app.shealth,9cf87f3c-b88f-461d-9ab6-0de82e0547cc,1594771200000,
33a7424f-02dc-49d1-8ad7-753d70c355f2.binning_data.json,2020-07-23 23:35:04.704,2020-07-23 03:43:03.533,com.sec.android.app.shealth,-2,9125,1.2398504,6651.056,352.63,VfS0qUERdZ,com.sec.android.app.shealth,33a7424f-02dc-49d1-8ad7-753d70c355f2,1595462400000,
c5b7887b-4320-4e6d-906f-9e6cb11195ae.binning_data.json,2020-07-26 22:00:01.019,2020-07-26 22:00:01.019,com.sec.android.app.shealth,0,7037,1.7777778,5106.84,273.77,F5JW66Upzd,com.sec.android.app.shealth,c5b7887b-4320-4e6d-906f-9e6cb11195ae,1595721600000,
46f71475-c355-4310-8209-45f923b3d506.binning_data.json,2020-07-15 03:27:45.180,2020-07-13 23:15:00.965,com.sec.android.app.shealth,-2,14465,1.2366002,10656.314,554.86,VfS0qUERdZ,com.sec.android.app.shealth,46f71475-c355-4310-8209-45f923b3d506,1594684800000,
784c2d72-3f30-4c83-b4ce-47a06b6c52c3.binning_data.json,2020-07-18 03:38:51.675,2020-07-17 02:35:18.632,com.sec.android.app.shealth,23,8496,2.7222223,6213.99,310.64,ltHsc2Rtmp,com.sec.android.app.shealth,784c2d72-3f30-4c83-b4ce-47a06b6c52c3,1594944000000,
1c745ab7-8f90-46e9-a949-d44e6219e428.binning_data.json,2020-07-27 03:45:06.106,2020-07-26 03:43:15.032,com.sec.android.app.shealth,23,8640,6.333334,6359.09,319.45,ltHsc2Rtmp,com.sec.android.app.shealth,1c745ab7-8f90-46e9-a949-d44e6219e428,1595721600000,
333f0d59-2b39-4238-a487-ded676b09a51.binning_data.json,2020-07-25 22:00:01.359,2020-07-25 22:00:01.359,com.sec.android.app.shealth,0,10509,1.6944444,7614.28,413.1,F5JW66Upzd,com.sec.android.app.shealth,333f0d59-2b39-4238-a487-ded676b09a51,1595635200000,
052fd08d-e049-407f-830d-c2db94abae8b.binning_data.json,2020-07-26 03:43:13.107,2020-07-25 02:42:46.351,com.sec.android.app.shealth,-2,12595,1.200702,9201.89,488.32,VfS0qUERdZ,com.sec.android.app.shealth,052fd08d-e049-407f-830d-c2db94abae8b,1595635200000,
b0b5764f-9941-437d-8e29-9321560af676.binning_data.json,2020-07-28 22:00:01.145,2020-07-28 22:00:01.145,com.sec.android.app.shealth,0,6961,1.6388887,5018.73,270.63,F5JW66Upzd,com.sec.android.app.shealth,b0b5764f-9941-437d-8e29-9321560af676,1595894400000,
44ef340e-8181-431c-8060-4416f05a74c9.binning_data.json,2020-07-20 03:26:51.777,2020-07-19 03:34:35.793,com.sec.android.app.shealth,23,9512,5.083334,7028.893,344.89,ltHsc2Rtmp,com.sec.android.app.shealth,44ef340e-8181-431c-8060-4416f05a74c9,1595116800000,
c44cdde7-c11d-4cfc-9619-c027da1ac129.binning_data.json,2020-07-16 21:42:29.135,2020-07-16 03:24:30.392,com.sec.android.app.shealth,-2,11792,1.1779015,8552.444,460.31,VfS0qUERdZ,com.sec.android.app.shealth,c44cdde7-c11d-4cfc-9619-c027da1ac129,1594857600000,
07955045-fa6b-4ed9-8138-3319b23b458c.binning_data.json,2020-07-27 22:00:00.941,2020-07-27 22:00:00.941,com.sec.android.app.shealth,0,7821,1.8137925,5600.77,312.87,F5JW66Upzd,com.sec.android.app.shealth,07955045-fa6b-4ed9-8138-3319b23b458c,1595808000000,
eabcbf3f-6e59-4d4b-bbb9-b4f453ffa807.binning_data.json,2020-07-28 07:37:37.012,2020-07-27 02:30:55.361,com.sec.android.app.shealth,-2,10985,1.2059562,7964.379,428.14,VfS0qUERdZ,com.sec.android.app.shealth,eabcbf3f-6e59-4d4b-bbb9-b4f453ffa807,1595808000000,
95b51ee9-529a-4f25-8632-8f6d0623e491.binning_data.json,2020-07-29 03:44:39.778,2020-07-28 07:37:39.843,com.sec.android.app.shealth,23,7065,3.1043794,5206.607,260.69,ltHsc2Rtmp,com.sec.android.app.shealth,95b51ee9-529a-4f25-8632-8f6d0623e491,1595894400000,
84796703-12c5-47e6-b195-704ea7760f51.binning_data.json,2020-07-30 22:00:02.040,2020-07-30 22:00:02.040,com.sec.android.app.shealth,0,6763,4.8611107,4865.6396,269.84,F5JW66Upzd,com.sec.android.app.shealth,84796703-12c5-47e6-b195-704ea7760f51,1596067200000,
f1a5046b-8d24-4cdc-8d2c-bd71a492f8dc.binning_data.json,2020-07-22 03:38:12.435,2020-07-21 08:50:52.369,com.sec.android.app.shealth,23,13284,3.231005,9765.87,481.91,ltHsc2Rtmp,com.sec.android.app.shealth,f1a5046b-8d24-4cdc-8d2c-bd71a492f8dc,1595289600000,
8a4f136c-7172-40ee-87b2-9e2957b27a39.binning_data.json,2020-07-30 02:54:58.148,2020-07-29 03:44:37.616,com.sec.android.app.shealth,-2,10160,1.2215319,7438.705,400.09998,VfS0qUERdZ,com.sec.android.app.shealth,8a4f136c-7172-40ee-87b2-9e2957b27a39,1595980800000,
92c81e84-c396-43eb-a14e-c02e85ba7cb8.binning_data.json,2020-07-31 05:15:08.603,2020-07-30 04:35:05.198,com.sec.android.app.shealth,23,8749,4.2222223,6416.23,324.36,ltHsc2Rtmp,com.sec.android.app.shealth,92c81e84-c396-43eb-a14e-c02e85ba7cb8,1596067200000,
14455905-ed72-4ca6-a7f9-87ba49bc3582.binning_data.json,2020-07-19 03:34:33.833,2020-07-18 03:38:49.772,com.sec.android.app.shealth,-2,11542,1.3073386,8499.914,428.34,VfS0qUERdZ,com.sec.android.app.shealth,14455905-ed72-4ca6-a7f9-87ba49bc3582,1595030400000,
ee1b8671-6170-4ea6-bcdd-be1f779f18c6.binning_data.json,2020-07-29 22:00:01.338,2020-07-29 22:00:01.338,com.sec.android.app.shealth,0,8978,1.6111112,6520.1,353.12997,F5JW66Upzd,com.sec.android.app.shealth,ee1b8671-6170-4ea6-bcdd-be1f779f18c6,1595980800000,
cc23209b-13a8-4792-aba7-6211bdc4a80c.binning_data.json,2020-08-01 22:00:31.559,2020-08-01 22:00:31.559,com.sec.android.app.shealth,0,7480,2.111111,5487.32,288.79,F5JW66Upzd,com.sec.android.app.shealth,cc23209b-13a8-4792-aba7-6211bdc4a80c,1596240000000,
e1dd5d9d-d445-4947-8dc7-4f2ef92fdf83.binning_data.json,2020-08-02 16:50:54.886,2020-08-01 03:37:29.114,com.sec.android.app.shealth,23,6757,4.138889,5009.893,244.35,ltHsc2Rtmp,com.sec.android.app.shealth,e1dd5d9d-d445-4947-8dc7-4f2ef92fdf83,1596240000000,
f932048b-334b-4535-874e-f6473ecf25d0.binning_data.json,2020-07-31 22:55:04.799,2020-07-31 02:32:54.316,com.sec.android.app.shealth,-2,12204,1.2076524,8941.177,470.31,VfS0qUERdZ,com.sec.android.app.shealth,f932048b-334b-4535-874e-f6473ecf25d0,1596153600000,
3d34f0ab-32d9-4323-8ce3-8f2621f434bd.binning_data.json,2020-07-23 23:35:06.918,2020-07-23 03:43:05.844,com.sec.android.app.shealth,23,7131,2.8595488,5235.345,259.64,ltHsc2Rtmp,com.sec.android.app.shealth,3d34f0ab-32d9-4323-8ce3-8f2621f434bd,1595462400000,
1d5fee04-9dd8-4000-adc9-d075159f69e5.binning_data.json,2020-07-20 21:40:03.049,2020-07-20 03:26:49.370,com.sec.android.app.shealth,-2,11334,1.224022,8233.19,434.02,VfS0qUERdZ,com.sec.android.app.shealth,1d5fee04-9dd8-4000-adc9-d075159f69e5,1595203200000,
aecd7488-6c9f-4ab9-9925-45e1b60e3acd.binning_data.json,2020-07-31 22:00:02.298,2020-07-31 22:00:02.298,com.sec.android.app.shealth,0,7993,1.4166666,5773.29,315.52,F5JW66Upzd,com.sec.android.app.shealth,aecd7488-6c9f-4ab9-9925-45e1b60e3acd,1596153600000,
f5bf73e9-b77b-4b7c-9fd6-2e05ae59edc0.binning_data.json,2020-08-04 04:07:13.448,2020-08-03 03:50:24.686,com.sec.android.app.shealth,23,7170,2.6944444,5288.53,266.26,ltHsc2Rtmp,com.sec.android.app.shealth,f5bf73e9-b77b-4b7c-9fd6-2e05ae59edc0,1596412800000,
a277dadb-fbad-48ba-a57a-ac224ac045af.binning_data.json,2020-08-03 22:00:01.083,2020-08-03 22:00:01.083,com.sec.android.app.shealth,0,4385,1.6944444,3183.78,173.47,F5JW66Upzd,com.sec.android.app.shealth,a277dadb-fbad-48ba-a57a-ac224ac045af,1596412800000,
d1ecbd47-6d38-4a7f-b66f-c5618d12083c.binning_data.json,2020-07-26 03:43:15.066,2020-07-25 10:46:38.841,com.sec.android.app.shealth,23,6636,3.137415,4883.78,244.14,ltHsc2Rtmp,com.sec.android.app.shealth,d1ecbd47-6d38-4a7f-b66f-c5618d12083c,1595635200000,
89fe040c-27f5-491e-a00a-7826f80966c5.binning_data.json,2020-08-02 22:00:00.981,2020-08-02 22:00:00.981,com.sec.android.app.shealth,0,12581,2.0277777,9306.39,500.96,F5JW66Upzd,com.sec.android.app.shealth,89fe040c-27f5-491e-a00a-7826f80966c5,1596326400000,
